id,creator_id,action_id,owner_contact_id,description,due_date,decision_made,status,progress,gyr,urls,created_at,updated_at
404,,9,13.0,this is an update,2022-04-07,1,open,90,green,,2022-04-12 08:50:37,2022-04-12 08:50:37
405,,8,12.0,work in progress,2022-04-20,0,open,95,green,,2022-04-12 08:51:38,2022-04-12 08:51:38
408,,151,153.0,Update to 3 lanes on I-76 from 200.8 to 226.8.,2022-04-15,1,open,0,green,,2022-04-12 09:33:39,2022-04-12 09:33:39
409,,168,153.0,MB_CHAINAGE I-76 from MP 199 to 200,2022-04-15,1,open,20,green,,2022-04-12 09:35:02,2022-04-12 09:35:02
410,,168,153.0,MB_CHAINAGE I-76 EAST from MP 199 to 200 (>198.9 MP and <200.1 milepost are correctly sticking).,2022-04-15,1,open,20,green,,2022-04-12 09:38:15,2022-04-12 09:38:15
411,,169,30.0,Why isn't the General Alert location/county selection process the same as with the weather event selection process window (i.e. Why doesn't the Gen Alert provide list of counties rather than the map/graphical selection used with the Weather Events?),2022-07-30,0,open,0,green,,2022-04-12 10:43:57,2022-04-12 10:43:57
412,,170,153.0,"CCTV Cameras need to be ""Included in API"" in order for block function to be activated.",2022-04-15,1,open,0,green,,2022-04-13 06:18:31,2022-04-13 06:18:31
413,,170,153.0,"CCTVs have been added to API via Camera Config and therefore will now have ""Block"" capability - Note that the ""Blocking"" applies only to the ATMS viewing because the PA511 camera feed comes straight from the CCTV VM feed and not from the API.",2022-04-15,1,closed,100,green,,2022-04-13 09:20:28,2022-04-13 09:20:28
414,,171,188.0,Hybrid signs have been set up - Waiting on confirmation from ISS before moving forward.,2022-04-30,0,open,40,green,,2022-04-13 09:41:52,2022-04-13 09:41:52
415,,171,188.0,Edit: Hybrid signs have been set up - Waiting for *calibration from ISS before moving forward.,2022-04-30,0,open,40,green,,2022-04-13 09:43:47,2022-04-13 09:43:47
416,,172,36.0,"ODOT asking to add a higher sequence template for ramp response - Messaging to be ""[LANE] CLOSED - [DISTANCE] AHEAD - TO [Ramp Head Roadway]"" (e.g. ""LEFT LANE CLOSED - 1 MILE AHEAD - TO E I-270"")",2022-04-30,0,open,0,green,,2022-04-13 10:55:00,2022-04-13 10:55:00
417,,159,153.0,"iLOG and company are requesting interchange data. On Wednesday April 13, stakeholders complain that there are duplicate events, citing similar reference locations (note the data feed used to justify the request is not an ATMS feed, it is most likely from iLOG via 511PA).",2022-06-30,0,open,0,green,,2022-04-13 11:46:18,2022-04-13 11:46:18
418,,159,153.0,Mitchel to add mile marker template codes to broadcast response templates - Verify in Staging and then ask Todd and Nate to approve before proceeding with the addition to prod.,2022-06-30,0,open,20,green,,2022-04-13 11:59:06,2022-04-13 11:59:06
419,,159,153.0,Mitchel to add mile marker template codes to broadcast response templates - Verify in Staging and then ask Todd and Nate to approve before proceeding with the addition to prod.,2022-06-30,0,open,80,green,,2022-04-13 12:47:39,2022-04-13 12:47:39
420,,173,153.0,"Change Disabled Vehicle subcause named ""Disabled OS/OW"" - should be removed and replaced with a subcause to reflect a ""vehicle/car passenger carrier"".",2022-04-22,0,open,0,green,,2022-04-14 05:51:25,2022-04-14 05:51:25
421,,174,153.0,"Ramp Response to be added to Prod (is currently in staging with only INC and CLS ramp response applying to all incidents/closures on ramps, regardless of cause) - Cause ""Road Work"" should populate specific messaging.

--- Also note the Carlisle/US-11 interchange ramp from I-76 to US-11 N is incorrectly labelled and is activating the US-11 signs instead of the freeway signs.",2022-04-22,1,open,10,green,,2022-04-14 06:07:07,2022-04-14 06:07:07
422,,63,76.0,Still working on the documentation,2022-04-10,1,open,80,green,,2022-04-16 06:04:50,2022-04-16 06:04:50
423,,175,183.0,Ohio Phone Bill + PTC Phone Bill,2022-04-30,0,open,0,green,,2022-04-16 14:24:43,2022-04-16 14:24:43
424,,147,183.0,Review Documents,2022-04-22,1,open,10,green,,2022-04-18 08:32:43,2022-04-18 08:32:43
425,,175,183.0,Ohio Phone Bill + PTC Phone Bill,2022-04-30,0,open,80,green,,2022-04-18 08:32:53,2022-04-18 08:32:53
426,,176,183.0,Fill out two past weeks timesheets,2022-04-19,1,open,20,green,,2022-04-18 08:35:29,2022-04-18 08:35:29
427,,177,183.0,PTO Request - Schedule Friday April 29th,2022-04-20,1,open,0,green,,2022-04-18 08:38:18,2022-04-18 08:38:18
428,,178,183.0,Need to get new credit card before NY trip,2022-04-28,1,open,0,green,,2022-04-18 17:40:45,2022-04-18 17:40:45
429,,156,182.0,Mitchel's plan to create spreadsheet out of document comments grouping sections/issues/updates together. Also need to begin to colour code the different sections of the document with regard to the separate bridge stakeholder groups.,2022-04-20,1,open,30,green,,2022-04-18 18:57:48,2022-04-18 18:57:48
430,,150,182.0,Creating list of updates / screenshots / info needed for each section of the manual.,2022-04-20,1,open,30,green,,2022-04-18 18:58:42,2022-04-18 18:58:42
431,,156,182.0,Mitchel's plan to create spreadsheet out of document comments grouping sections/issues/updates together. Also need to begin to colour code the different sections of the document with regard to the separate bridge stakeholder groups.,2022-04-20,1,closed,30,green,,2022-04-18 18:58:49,2022-04-18 18:58:49
432,,164,188.0,PTC Road Conditions script is waiting to be applied to PTC Prod. Will need to restart services for update to take place due to Event Cause changes.,2022-06-30,0,open,0,green,,2022-04-18 18:59:15,2022-04-18 18:59:15
433,,164,188.0,Todd mentioned that the update looks good - Need to follow up at some point to determine when/if we should push to prod.,2022-06-30,0,open,90,green,,2022-04-18 19:00:05,2022-04-18 19:00:05
434,,158,36.0,Review with Mike to determine implementation.,2022-04-22,1,open,80,green,,2022-04-18 19:00:20,2022-04-18 19:00:20
435,,179,36.0,Event ID: U220414081 & Event ID: U220414082. Lincoln Ave/SR-164 was not an option in the drop-down when posting an incident,2022-04-22,0,open,0,green,,2022-04-18 19:01:35,2022-04-18 19:01:35
436,,158,36.0,Review with Mike to determine implementation.,2022-04-29,1,open,80,green,,2022-04-18 19:02:08,2022-04-18 19:02:08
437,,179,36.0,Need to reply to Tim in ODOT Teams Chat,2022-04-19,0,open,0,green,,2022-04-18 19:03:07,2022-04-18 19:03:07
438,,179,36.0,Need to reply to Tim in ODOT Teams Chat,2022-04-18,0,open,0,green,,2022-04-18 19:03:11,2022-04-18 19:03:11
439,,168,153.0,MB_CHAINAGE I-76 EAST from MP 199 to 200 (>198.9 MP and <200.1 milepost are correctly sticking).,2022-04-22,1,open,20,green,,2022-04-18 19:03:39,2022-04-18 19:03:39
440,,151,153.0,Update to 3 lanes on I-76 from 200.8 to 226.8.,2022-04-22,1,open,0,green,,2022-04-18 19:03:49,2022-04-18 19:03:49
441,,21,30.0,RC updated in Staging and notified Nate/Todd - Now waiting on review.,2022-04-22,1,open,70,green,,2022-04-18 19:04:43,2022-04-18 19:04:43
442,,180,153.0,"Based on the event record, this event was terminated early this morning around 4:10 AM by one of the operators - the event remained in the ATMS because it had not yet been cleared. The last occurrence of this event should have been April 14th, however the “Repeat Until” date/time set for this event would suggest to the ATMS that the previous occurrence at 04/13/ 20:00 – 04/14 06:00 was in fact not the last occurrence of the event, and therefore it has not yet been automatically cleared.",2022-05-02,0,open,0,green,,2022-04-18 19:08:50,2022-04-18 19:08:50
443,,181,153.0,Update API response to include Beginning and End mile markers - with optional End mile marker value because the event may be a point event. - Need to confirm with Alex if this is even possible.,2022-05-02,0,open,60,green,,2022-04-18 19:11:44,2022-04-18 19:11:44
444,,182,36.0,"DMS 110 (2-digit TT sign) is not able to use the policy template messaging of ""CLD"" since the text is too big for the sign. Need to check for another font to accommodate this policy.",2022-04-29,0,open,0,green,,2022-04-19 07:01:06,2022-04-19 07:01:06
445,,177,183.0,PTO Request - Schedule Friday April 29th,2022-04-20,1,closed,100,green,,2022-04-19 11:01:22,2022-04-19 11:01:22
446,,179,36.0,Need to reply to Tim in ODOT Teams Chat,2022-04-19,0,open,90,green,,2022-04-19 11:13:12,2022-04-19 11:13:12
447,,143,36.0,US-33 & SR-161 - DESTAPE Data Re-Config - Need to follow up with ODOT based on previous ON-SITE conversation regarding how we planned to deal with M- vs P- Mileposts.,2022-04-20,1,open,10,green,,2022-04-19 11:14:48,2022-04-19 11:14:48
448,,142,36.0,SR-161 DESTAPE Data Re-Config,2022-04-30,1,closed,0,green,,2022-04-19 11:14:58,2022-04-19 11:14:58
449,,145,153.0,Bug report has been created in IBI internal DevOps & now in client-facing JIRA (as of 2022-04-19). Next step is to re-test in QA after dev fix.,2022-06-30,1,open,85,green,,2022-04-19 11:23:09,2022-04-19 11:23:09
450,,181,153.0,Update API response to include Beginning and End mile markers - with optional End mile marker value because the event may be a point event. - Need to confirm with Alex if this is even possible.,2022-05-02,0,closed,60,green,,2022-04-19 11:25:07,2022-04-19 11:25:07
451,,179,36.0,Need to reply to Tim in ODOT Teams Chat,2022-04-19,0,closed,100,green,,2022-04-19 13:07:55,2022-04-19 13:07:55
452,,176,183.0,Fill out two past weeks timesheets,2022-04-19,1,closed,100,green,,2022-04-19 19:20:43,2022-04-19 19:20:43
453,,141,36.0,Tested and fixed in prod (2022-04-20),2022-04-30,1,closed,100,green,,2022-04-20 14:45:49,2022-04-20 14:45:49
454,,150,182.0,Send Draft of questions to Anthony,2022-04-22,1,open,40,green,,2022-04-21 16:41:16,2022-04-21 16:41:16
455,,147,183.0,Review Documents,2022-04-29,1,open,10,green,,2022-04-25 13:39:05,2022-04-25 13:39:05
456,,150,182.0,Work on updating Cash Sections (3 & 4),2022-04-26,1,open,50,green,,2022-04-25 13:39:43,2022-04-25 13:39:43
457,,143,36.0,US-33 & SR-161 - DESTAPE Data Re-Config - Need to follow up with ODOT based on previous ON-SITE conversation regarding how we planned to deal with M- vs P- Mileposts.,2022-04-27,1,open,10,green,,2022-04-25 13:40:02,2022-04-25 13:40:02
458,,69,105.0,this should be done today,2022-04-24,0,open,90,green,,2022-04-25 15:54:16,2022-04-25 15:54:16
459,,183,170.0,Issue all SCAs to subcontractors once a PO is received from the school board.,2022-05-16,1,open,75,green,,2022-04-26 04:30:47,2022-04-26 04:30:47
460,,83,115.0,Need pricing breakout for UV and AHU work from ICC,2022-04-01,1,open,50,green,,2022-04-26 04:34:53,2022-04-26 04:34:53
461,,81,115.0,"Get quotes from contractors (Limbach, Binsky, McCloskey) for GWC work.",2022-04-01,1,closed,25,green,,2022-04-26 04:35:06,2022-04-26 04:35:06
462,,83,115.0,Need pricing breakout for UV and AHU work from ICC,2022-04-01,1,closed,50,green,,2022-04-26 04:35:11,2022-04-26 04:35:11
463,,182,36.0,Use documents sent by Bryan and test out how to generate a three character string on the sign.,2022-05-06,0,open,20,green,,2022-04-27 05:47:59,2022-04-27 05:47:59
464,,172,36.0,"Templates & Rules have been added to staging, and are saved in a script - Need to do a correct restart and test out new templates using the updated MB_ROADWAY 'InterchangeName' field ( [inc ramp name] )",2022-04-30,1,open,85,green,,2022-04-27 05:49:11,2022-04-27 05:49:11
465,,64,36.0,Gavincko has fixed the SR-501 NORTH roadway but the SOUTH Roadway is still jumping.,2022-04-30,1,open,50,green,,2022-04-27 05:50:15,2022-04-27 05:50:15
466,,184,183.0,Sumbit timesheet,2022-04-27,1,open,0,green,,2022-04-27 05:51:10,2022-04-27 05:51:10
467,,185,183.0,Add notes,2022-04-27,1,open,0,green,,2022-04-27 11:18:09,2022-04-27 11:18:09
468,,178,183.0,Need to get new credit card before NY trip,2022-04-28,1,closed,100,green,,2022-04-28 14:32:40,2022-04-28 14:32:40
469,,186,189.0,Apply for Business license,2022-06-01,0,open,0,green,,2022-04-29 05:47:37,2022-04-29 05:47:37
474,,191,192.0,Fixtures ( Pedestals and Valance) confirm Ordered and Estimate delivery date,2022-05-02,0,open,50,green,,2022-04-29 06:08:26,2022-04-29 06:08:26
475,,192,189.0,Detailed list of new opening marketing activities,2022-05-11,0,open,0,green,,2022-04-29 06:11:56,2022-04-29 06:11:56
476,,193,189.0,List stock items and inventory levels,2022-06-01,0,open,0,green,,2022-04-29 06:13:50,2022-04-29 06:13:50
477,,194,191.0,Organize fabrication type and supplies needed,2022-05-11,0,open,0,green,,2022-04-29 06:15:47,2022-04-29 06:15:47
479,,175,183.0,Ohio Phone Bill + PTC Phone Bill,2022-04-30,1,closed,100,green,,2022-05-02 11:07:12,2022-05-02 11:07:12
480,,195,189.0,Place order,2022-05-03,0,open,0,green,,2022-05-03 04:50:27,2022-05-03 04:50:27
481,,196,191.0,List supplies needed for lab,2022-05-31,0,open,0,green,,2022-05-03 04:53:46,2022-05-03 04:53:46
482,,185,183.0,Add notes,2022-04-27,1,closed,100,green,,2022-05-03 19:39:59,2022-05-03 19:39:59
483,,184,183.0,Sumbit timesheet,2022-04-27,1,closed,100,green,,2022-05-03 19:40:07,2022-05-03 19:40:07
484,,147,183.0,Review Documents,2022-06-30,1,open,10,green,,2022-05-03 19:40:17,2022-05-03 19:40:17
485,,171,188.0,Edit: Hybrid signs have been set up - Waiting for *calibration from ISS before moving forward.,2022-05-31,0,open,40,green,,2022-05-03 19:40:47,2022-05-03 19:40:47
486,,182,36.0,"Alex (Teams) - ""reach out to Bryan Comer and Mike McNeil and ask if they have any idea what font would have been used to post CLD to those signs--I'm guessing there are other signs the same size that might just need the smaller font installed, which Bryan can do""",2022-05-13,0,open,20,green,,2022-05-03 19:42:43,2022-05-03 19:42:43
487,,158,36.0,Review with Mike to determine implementation.,2022-05-13,1,open,80,green,,2022-05-03 19:42:53,2022-05-03 19:42:53
488,,143,36.0,"The plan is to keep our current set-up (use M markers on the interstates, and use P markers/county posts on the state roads resetting at county borders). We'll use Gavincko's latest M/P marker updates for those few roads that were missing mileposts altogether.  We'll be adding new map layers for the M/P mileposts but that data will be supplied by ODOT so there's no action on our end for that yet.",2022-05-31,1,open,10,green,,2022-05-03 19:46:21,2022-05-03 19:46:21
489,,64,36.0,Milepost updates didn't work - will revert back to normal set up for now given this road is very low traffic.,2022-05-06,1,open,60,green,,2022-05-03 19:47:54,2022-05-03 19:47:54
490,,172,36.0,"Templates & Rules have been added to staging, and are saved in a script - Need to do a correct restart and test out new templates using the updated MB_ROADWAY 'InterchangeName' field ( [inc ramp name] )",2022-05-06,1,open,85,green,,2022-05-03 19:48:09,2022-05-03 19:48:09
491,,197,36.0,"From Gavincko's document, a lot of the issues are originating from bad road configurations. First issue has been fixed by updating the pointsfile (update has been made to prod, but not restarted) but other issues may need to be treated on a case-by-case basis - will find out upon investigation.",2022-05-31,1,open,10,green,,2022-05-03 19:50:27,2022-05-03 19:50:27
492,,180,153.0,"Based on the event record, this event was terminated early this morning around 4:10 AM by one of the operators - the event remained in the ATMS because it had not yet been cleared. The last occurrence of this event should have been April 14th, however the “Repeat Until” date/time set for this event would suggest to the ATMS that the previous occurrence at 04/13/ 20:00 – 04/14 06:00 was in fact not the last occurrence of the event, and therefore it has not yet been automatically cleared.",2022-06-30,0,open,0,green,,2022-05-03 19:51:11,2022-05-03 19:51:11
493,,174,153.0,"Ramp response updates to be made for DMS threshold signing, instead of using the distance signing activation.",2022-04-22,0,open,10,green,,2022-05-03 19:57:13,2022-05-03 19:57:13
494,,198,183.0,Complete by June 2,2022-06-02,1,open,0,green,,2022-05-03 19:59:19,2022-05-03 19:59:19
495,,198,183.0,Complete by June 2,2022-06-02,1,open,0,green,,2022-05-03 19:59:27,2022-05-03 19:59:27
496,,174,153.0,"Ramp response updates to be made for DMS threshold signing, instead of using the distance signing activation.",2022-04-22,0,open,10,green,,2022-05-03 20:00:07,2022-05-03 20:00:07
497,,173,153.0,"Change Disabled Vehicle subcause named ""Disabled OS/OW"" - should be removed and replaced with a subcause to reflect a ""vehicle/car passenger carrier"".",2022-05-13,0,open,0,green,,2022-05-03 20:00:26,2022-05-03 20:00:26
498,,168,153.0,MB_CHAINAGE I-76 EAST from MP 199 to 200 (>198.9 MP and <200.1 milepost are correctly sticking).,2022-05-31,1,open,20,green,,2022-05-03 20:01:05,2022-05-03 20:01:05
499,,151,153.0,Update to 3 lanes on I-76 from 200.8 to 226.8.,2022-05-31,1,open,0,green,,2022-05-03 20:01:15,2022-05-03 20:01:15
500,,21,30.0,RC updated in Staging and notified Nate/Todd - Now waiting on review.,2022-07-31,1,open,70,green,,2022-05-03 20:01:48,2022-05-03 20:01:48
501,,20,30.0,"New addition; cause-specific response plan (cause = ""special event"").",2022-07-31,0,open,0,green,,2022-05-03 20:01:59,2022-05-03 20:01:59
502,,19,30.0,"""NO CNG"" cause (""No Natural Gas"") is left to be updated in SAE. Nate/Todd to send graphic to be used with this template. Step 1 is to create new templates and cause to be used in staging, then request image from Nate/Todd.",2022-07-31,1,open,15,green,,2022-05-03 20:02:08,2022-05-03 20:02:08
503,,199,153.0,Follow up with Lawrence RE: Contact info Autofill missing,2022-05-20,1,open,0,green,,2022-05-04 06:56:05,2022-05-04 06:56:05
504,,63,76.0,Still working on the documentation,2022-05-06,1,open,95,green,,2022-05-04 07:03:04,2022-05-04 07:03:04
505,,129,72.0,still working on it,2022-05-05,0,open,25,green,,2022-05-04 10:03:56,2022-05-04 10:03:56
507,,167,180.0,still working on it,2022-04-27,0,open,0,green,,2022-05-04 10:39:34,2022-05-04 10:39:34
508,,167,180.0,still working on it,2022-04-27,0,open,70,green,,2022-05-04 10:40:01,2022-05-04 10:40:01
509,,167,180.0,still working on it,2022-04-27,1,open,70,green,,2022-05-04 10:47:24,2022-05-04 10:47:24
510,,167,180.0,still working on it,2022-05-18,1,open,70,green,,2022-05-04 10:47:58,2022-05-04 10:47:58
511,,166,180.0,still working this. will be ready soon.,2022-05-31,0,open,80,green,,2022-05-04 10:49:42,2022-05-04 10:49:42
512,,201,194.0,Test,2022-05-17,0,open,0,green,,2022-05-04 11:14:20,2022-05-04 11:14:20
513,,61,111.0,decision to move date out by 14 days with Director approval,2022-06-23,1,open,55,green,,2022-05-04 11:17:31,2022-05-04 11:17:31
514,,61,111.0,decision to move date out by 14 days with Director approval,2022-06-23,1,open,60,green,,2022-05-04 11:17:37,2022-05-04 11:17:37
515,,202,36.0,Road closure DMS response should take precedent over any alert responses.,2022-05-31,1,open,0,green,,2022-05-05 14:32:35,2022-05-05 14:32:35
516,,203,183.0,Fill out May 1-7 Timesheet,2022-05-10,1,open,0,green,,2022-05-08 15:24:40,2022-05-08 15:24:40
517,,172,36.0,Note that ramp templates shall also include clearance message response for Email.,2022-05-13,1,open,70,green,,2022-05-08 15:28:08,2022-05-08 15:28:08
518,,204,36.0,The municipalities map layer includes names that are the same as towns on the map. Ideally these would be distinguished. Refer to oneNote screenshot of Tim's post.,2022-05-31,1,open,0,green,,2022-05-08 18:13:59,2022-05-08 18:13:59
520,,173,153.0,Removing from list - Has not been referenced since being originally brought up.,2022-05-13,0,open,0,green,,2022-05-08 18:16:56,2022-05-08 18:16:56
521,,173,153.0,Removing from list - Has not been referenced since being originally brought up.,2022-05-13,0,closed,0,green,,2022-05-08 18:17:04,2022-05-08 18:17:04
522,,206,153.0,Investigate events referenced by Pieter from TomTom RE: TMDD event type mismatch.,2022-05-13,0,open,0,green,,2022-05-09 11:18:18,2022-05-09 11:18:18
523,,206,153.0,Investigate events referenced by Pieter from TomTom RE: TMDD event type mismatch.,2022-05-13,0,open,0,green,,2022-05-09 11:18:32,2022-05-09 11:18:32
527,,158,36.0,Review with Mike to determine implementation.,2022-05-31,1,open,80,green,,2022-05-11 15:05:15,2022-05-11 15:05:15
528,,209,36.0,Test updates applied to staging and then apply to prod,2022-05-13,1,open,90,green,,2022-05-11 15:09:47,2022-05-11 15:09:47
529,,210,199.0,Build Plan,2022-05-16,0,open,0,green,,2022-05-12 08:07:29,2022-05-12 08:07:29
530,,203,183.0,Fill out May 1-7 Timesheet,2022-05-10,1,open,100,green,,2022-05-17 12:29:00,2022-05-17 12:29:00
531,,203,183.0,Fill out May 1-7 Timesheet,2022-05-10,1,closed,100,green,,2022-05-17 12:29:17,2022-05-17 12:29:17
532,,150,182.0,Work on updating Cash Sections (3 & 4),2022-04-26,1,closed,100,green,,2022-05-17 12:29:34,2022-05-17 12:29:34
533,,211,182.0,Auditor and CSR powerpoint presentations due for Thursday check-in meeting,2022-05-19,1,open,10,green,,2022-05-17 12:30:25,2022-05-17 12:30:25
534,,209,36.0,Test updates applied to staging and then apply to prod,2022-05-13,1,closed,100,green,,2022-05-17 12:31:06,2022-05-17 12:31:06
535,,171,188.0,Edit: Hybrid signs have been set up - Waiting for *calibration from ISS before moving forward.,2022-06-30,0,open,40,green,,2022-05-17 12:37:44,2022-05-17 12:37:44
536,,212,188.0,Re-Named Municipalities Layer to include TWP for duplicate names. Update is ready in C:\Users\mitchel.mcbroom\OneDrive - IBI Group\ATMS\ODOT\LayerShapefiles\Re-Named Polygons -TWP,2022-06-30,1,open,100,green,,2022-05-17 12:59:30,2022-05-17 12:59:30
537,,197,36.0,Kaiser now set up in QA to begin process of adding the necessary roads to join the waypoints needed to create the diversion route path. QA has been updated with most recent roadway configuration as per Gavincko's previous updates.,2022-06-30,1,open,10,green,,2022-05-17 13:01:25,2022-05-17 13:01:25
538,,64,36.0,Disregarded,2022-05-06,1,closed,60,green,,2022-05-17 13:23:03,2022-05-17 13:23:03
539,,172,36.0,Note that ramp templates shall also include clearance message response for Email.,2022-05-20,1,open,70,green,,2022-05-17 13:23:12,2022-05-17 13:23:12
540,,182,36.0,"Alex (Teams) - ""reach out to Bryan Comer and Mike McNeil and ask if they have any idea what font would have been used to post CLD to those signs--I'm guessing there are other signs the same size that might just need the smaller font installed, which Bryan can do""",2022-05-20,0,open,20,green,,2022-05-17 13:23:16,2022-05-17 13:23:16
541,,206,153.0,Meeting set for June 1,2022-06-01,0,open,40,green,,2022-05-17 13:24:46,2022-05-17 13:24:46
542,,174,153.0,"Ramp response updates to be made for DMS threshold signing, instead of using the distance signing activation.",2022-05-20,0,open,10,green,,2022-05-17 13:24:54,2022-05-17 13:24:54
543,,183,170.0,Issue all SCAs to subcontractors once a PO is received from the school board.,2022-05-16,1,closed,75,green,,2022-05-18 07:46:37,2022-05-18 07:46:37
544,,82,115.0,Need valve info from AME and then McCloskey can provide a quote for valve replacement work,2022-04-15,1,closed,0,green,,2022-05-18 07:47:06,2022-05-18 07:47:06
545,,167,180.0,still working on it,2022-05-18,1,open,85,green,,2022-05-18 08:38:55,2022-05-18 08:38:55
546,,166,180.0,ok still good,2022-05-31,0,open,90,green,,2022-05-18 08:39:32,2022-05-18 08:39:32
547,,75,159.0,still working,2022-05-20,0,open,65,green,,2022-05-18 08:48:48,2022-05-18 08:48:48
548,,75,159.0,still working,2022-05-16,0,open,30,green,,2022-05-18 08:56:28,2022-05-18 08:56:28
549,,167,180.0,still working on it,2022-05-17,1,open,85,green,,2022-05-18 09:03:15,2022-05-18 09:03:15
550,,75,159.0,still working,2022-05-18,0,open,30,green,,2022-05-18 09:03:42,2022-05-18 09:03:42
551,,167,180.0,still working,2022-05-17,1,open,90,green,,2022-05-18 09:08:40,2022-05-18 09:08:40
552,,204,36.0,The municipalities map layer includes names that are the same as towns on the map. Ideally these would be distinguished. Refer to oneNote screenshot of Tim's post.,2022-05-31,1,closed,100,green,,2022-05-18 18:36:07,2022-05-18 18:36:07
553,,182,36.0,"Alex has reached out to Bryan Comer - We need to change the font from 7x5 to 7x4, however this can not be done remotely. I think we can try to change the font by having a technician visit them and adjust the configuration on site.""",2022-06-30,0,open,25,green,,2022-05-18 18:37:54,2022-05-18 18:37:54
554,,172,36.0,Clearance response emails and ramp rules/templates are now done and added to script.,2022-05-20,1,closed,100,green,,2022-05-18 18:38:36,2022-05-18 18:38:36
555,,213,188.0,Ramp response for DMS + broadcast clearance messages have been tested and added to staging. Script is ready for push to prod.,2022-06-30,0,open,100,green,,2022-05-18 18:40:20,2022-05-18 18:40:20
556,,214,36.0,Ramp Response + Broadcast clearance messaging is added to staging and needs review from Mike.,2022-06-30,0,open,100,green,,2022-05-18 18:41:24,2022-05-18 18:41:24
557,,215,36.0,"New broadcast templates + rules are added to staging for support of adding ""BOTH DIRECTIONS"" to bidirectional road conditions events (Road conditions events combined in both directions).",2022-06-30,0,open,100,green,,2022-05-18 18:43:04,2022-05-18 18:43:04
558,,174,153.0,Ramp response has been set up to use signing thresholds. Note that the percentages were based off the Somerset interchange to ensure that interchanges with the greatest distance from signs are activating response in the correct behavior.,2022-05-20,0,open,80,green,,2022-05-18 18:45:06,2022-05-18 18:45:06
559,,168,153.0,Lane config has been updated in addition to chainage in this area and has been pushed to prod during restart.,2022-05-31,1,closed,100,green,,2022-05-18 18:46:50,2022-05-18 18:46:50
560,,151,153.0,See other note from related issue. Has been completed and pushed.,2022-05-31,1,closed,100,green,,2022-05-18 18:47:27,2022-05-18 18:47:27
561,,180,153.0,disregarding for now,2022-06-30,0,closed,0,green,,2022-05-18 18:47:45,2022-05-18 18:47:45
562,,21,30.0,Moving to closed because Todd and Nate have reviewed - Next step is to decide when/if to push.,2022-07-31,1,closed,70,green,,2022-05-18 18:50:13,2022-05-18 18:50:13
563,,211,182.0,Presentation agenda and framework is complete. Meeting with PMs will determine next course of action.,2022-05-27,0,open,50,green,,2022-05-19 18:56:40,2022-05-19 18:56:40
564,,199,153.0,Email sent to Lawrence today following up on investigated items.,2022-05-20,1,closed,100,green,,2022-05-19 18:57:21,2022-05-19 18:57:21
565,,174,153.0,Thresholds have been configured and email sent to Todd/Nate to inform them and request review. Waiting to hear back.,2022-05-27,0,open,80,green,,2022-05-19 18:58:16,2022-05-19 18:58:16
566,,56,43.0,write tech docs,2022-06-16,0,open,95,green,,2022-05-23 05:31:08,2022-05-23 05:31:08
567,,36,42.0,trying to get meetings set,2022-07-06,0,open,60,green,,2022-05-23 05:31:35,2022-05-23 05:31:35
568,,14,27.0,still working it,2022-06-01,0,open,65,green,,2022-05-23 05:32:32,2022-05-23 05:32:32
569,,56,43.0,VP allowed extension of this work,2022-06-16,1,open,95,green,,2022-05-23 05:33:18,2022-05-23 05:33:18
570,,216,72.0,add server docs,2022-06-16,0,open,0,green,,2022-05-23 05:35:33,2022-05-23 05:35:33
571,,217,71.0,add security docs,2022-07-26,0,open,15,green,,2022-05-23 05:36:10,2022-05-23 05:36:10
572,,218,74.0,infrastructure documentation,2022-06-17,0,open,25,green,,2022-05-23 05:37:03,2022-05-23 05:37:03
573,,60,5.0,need to review laest standards for tech document inclusion,2022-05-25,1,open,60,green,,2022-05-25 15:44:07,2022-05-25 15:44:07
574,,63,76.0,Still working on the documentation,2022-05-26,1,open,95,green,,2022-05-25 15:44:32,2022-05-25 15:44:32
575,,62,,not much progress made but still moving forward,2022-05-29,0,open,30,green,,2022-05-25 15:45:08,2022-05-25 15:45:08
580,,63,76.0,Still working on the documentation,2022-06-01,1,open,95,green,,2022-05-30 12:40:11,2022-05-30 12:40:11
581,,65,111.0,Should be done tomorrow. Need to document my meeting notes and get approval to proceed.,2022-04-05,0,open,70,green,,2022-06-01 09:46:22,2022-06-01 09:46:22
582,,219,183.0,Submit Timesheet,2022-06-02,1,open,0,green,,2022-06-01 10:23:41,2022-06-01 10:23:41
583,,206,153.0,"Meeting was cancelled today by Parker, Notes made for discussion in black book. Postponed indefinitely.",2022-07-31,0,open,40,green,,2022-06-01 10:25:52,2022-06-01 10:25:52
584,,174,153.0,Still waiting to hear back from review. Might be good to have as part of the 6.18 release.,2022-06-21,0,open,80,green,,2022-06-01 10:26:37,2022-06-01 10:26:37
585,,138,153.0,"Bug report created -- Since the county selection list is presented based on the areas within the county shapefile, the fact that there are areas missing means there might be a larger issue at hand.",2022-06-21,1,open,20,green,,2022-06-01 10:26:59,2022-06-01 10:26:59
586,,145,153.0,Bug report has been created in IBI internal DevOps & now in client-facing JIRA (as of 2022-04-19). Next step is to re-test in QA after dev fix.,2022-06-21,1,open,85,green,,2022-06-01 10:27:05,2022-06-01 10:27:05
