id,creator_id,category_id,title,body,created_at,updated_at
32,1,9,Activity Timeline,"<h2>Activity Timeline</h2>
<ul>
<li>The Traxidy <strong>Activity Timeline</strong> is a record of key project activities and the associated dates, with the most recent activity at the top of the list&mdash;for quick reference.</li>
<li>The Activity Timeline list is auto-populated based on key project activities and updates including additions and edits:
<ul>
<li>New Project</li>
<li>Overall Project Status</li>
<li>Key Constraint Status</li>
<li>Project Mode</li>
<li>Delivery Phase</li>
<li>Start Date</li>
<li>Approved Revised End Date</li>
<li>Original Budget</li>
<li>Approved Revised Budget</li>
<li>A Change Record Status = Approved</li>
<li>An Issue Status = Escalated</li>
<li>A Change Request Form created</li>
</ul>
</li>
</ul>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/kiDedcNRckeD8xb4Qn4ZEe8SdprxwC3yKyq0TPoa.jpg"" width=""766"" height=""664"" /></p>
<p>&nbsp;</p>",2021-12-08 08:17:36,2021-12-08 08:17:36
33,1,10,What are Contacts?,"<h2><a name=""_Toc63758131""></a>What are Contacts?</h2>
<ul>
<li>Contacts in Traxidy are individual records that represent a single person.</li>
<li>Each Contact must have a different email address.</li>
<li>Contacts can have:</li>
</ul>
<ul>
<ul>
<li>Multiple <strong>Meeting Types</strong> that easily connects them as an invitee to multiple types of meetings when you set up the Project <strong>Meetings</strong> in Traxidy.</li>
<li>A specific<strong> Project Role</strong> for each project. These can include roles such as Team Member, Subject Matter Expert, Key Stakeholder or another project role you want to choose.</li>
<li>A collaboration <strong>Access Type</strong> different <span style=""text-decoration: underline;"">for each specific project</span> of:</li>
<ul>
<li><strong>Not Needed</strong></li>
<li><strong>Contributor</strong>, that allows the contact to edit their own Actions or</li>
<li><strong>Reviewer</strong>, to enable the Contact to view or review the Project Information, Project Status, Constraints GYR and High-Level Plan Areas directly in Traxidy.</li>
</ul>
</ul>
</ul>",2021-12-08 08:19:47,2022-03-05 07:38:56
34,1,10,Add a Contact,"<h2>Add a Contact</h2>
<ul>
<li>From the Project Contacts Area, click the + New Contact button and add the information in the pop-up window, including First and Last Name, and Email Address and click Save Contact. Contact Records can be updated anytime.</li>
<li>Add all known Contacts that are connected with your project today and Contacts that might be connected with your project in the future.</li>
<li>You can add more Contacts at any time.</li>
<li>New Contacts can be added from a Project Contacts Area or from any Area with a Contact Name field. Simply start typing a Contact Name directly into a Name field. If the name is already in the system (<u>attached to any project</u>) it will appear, if it is not already in your Contacts then choose <strong>+ New Contact</strong> from the drop-down and complete the information.</li>
</ul>
<p>&nbsp;</p>
<h3><span style=""color: #1319ee;""><em>Tips! </em></span></h3>
<p>When using the <strong>+ New Contact</strong> form, start typing the first name into the field. If the person is already in your Traxidy system with any current or past project, the name and the registered email will appear. This Contact may have other details that are different for this particular project, so indicate the differences for your contact before saving.</p>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/bnxOZiOZXJukLN8S0xLQm5zIJ6AyGCB1vjNYoG68.jpg"" width=""767"" height=""211"" /></p>",2021-12-08 08:29:14,2021-12-08 08:29:14
35,1,10,Meeting Types,"<h2>Meeting Types</h2>
<ul>
<li>Contacts in Traxidy can be easily associated and connected with multiple Meeting Types for the Project, helping you save time when setting up meetings.</li>
<li>Connect Contacts with the project Meeting Type(s) that the Contact would be invited to. Meeting types include Project Team, Steering Committee, Unscheduled and your specific Meeting Types (see Project Settings).</li>
<li>Connect Contacts with any number of Meeting Types and save time:</li>
</ul>
<ul>
<ul>
<li>The Contacts become &lsquo;Members&rsquo; of that Meeting Type and are automatic &lsquo;invitees&rsquo; when you schedule that meeting (no need to enter their names again)</li>
<li>The Contacts are automatically listed when you take attendance for that meeting</li>
<li>The Contacts are listed when you create your automated <strong>Traxidy Meeting Minutes</strong>.</li>
</ul>
</ul>
<h3>Save &amp; Add New Contact Button</h3>
<p>Use the <strong><em>+ Save &amp; Add New Contact</em></strong> button to continue adding more contacts without going back to the main Contacts Area. This opens a blank New Contact information window and saves the contact and information that you just finished.</p>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/RHXfhuGpWZH1h4KCdHPEes1UFRrrS6aCBp5yadgf.jpg"" /></p>",2021-12-08 08:30:43,2021-12-08 08:30:43
36,1,10,Project Role,"<h2>Project Role</h2>
<ul>
<li>A Contact Project Role includes roles like Team Member, Steering Committee Member, and more. Add your own project role titles in the box.</li>
<li>This Contact descriptor is used in Traxidy Meeting Minutes to provide information for anyone reading the Minutes about the Contact&rsquo;s role and purpose for attending the meeting.</li>
</ul>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/OmYmYFAOD5hwOYhasqbi9lkd9xctaidi2zfiZxb5.jpg"" /></p>",2021-12-08 08:32:20,2021-12-08 08:32:20
37,1,10,Collaboration Access Types & Contacts,"<h2>Collaboration Access Types &amp; Contacts</h2>
<ul>
<li>Set up Contacts with a particular Collaboration Access Type to enable a level of collaboration access for a specific Project Area</li>
<li>For many Contacts, there may be no need for a Collaboration Access Type associated with them. Access Type is not a required field and the default is <strong>Not Needed</strong>.</li>
<li>Traxidy has two Access Types you can use when setting up any Contact:</li>
</ul>
<ol>
<li><strong> </strong><strong>Edit Actions</strong>&mdash;Allow any Team Member to update their own <strong>Actions</strong> in the Traxidy Actions, Issues, Decisions (AID) Area</li>
<li><strong> </strong><strong>Viewer</strong>&mdash;Provide a Key Sponsor or Manager with access to view your <strong>Project Information, Project Status</strong>, <strong>Constraints GYR</strong> and the <strong>High-Level Plan</strong></li>
</ol>
<h3><a name=""_Toc63758136""></a>Access Type: Edit Actions</h3>
<ul>
<li>Select Access Type, Edit Actions to enable a Contact to collaborate with you on your project with the ability for the Contact to go directly into the Traxidy Project AID Area and update any of their specific Actions (i.e. the Actions with their name set as the Owner) at any time.</li>
<li>Note: the Actions must have the Contact Name listed as the Owner in the record for the Contact to be able to access and update.</li>
</ul>
<h3><a name=""_Toc63758137""></a>Access Type: Viewer</h3>
<ul>
<li>Select Access Type, Viewer to enable a Contact to collaborate with you on your project with the ability to go directly into Traxidy and view the specific project status Areas; Project Status, Constraints GYR, High-Level Plan, and Project Information.</li>
<li>Contacts with Viewer access cannot make any edits or changes in the project.</li>
</ul>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/6rlV01aHhCi5V4hXuD50V4K1hwKBTea0lhroJdyB.jpg"" /></p>
<h3><span style=""color: #1319ee;""><em>Tips! </em></span></h3>
<p>While Access Type is not a mandatory field for any Contact, the <strong>Edit Actions</strong> access can save you time by allowing a Contact access to their Action items in your Traxidy Project AID Area, to update their work, before the next Team meeting.</p>
<p>&nbsp;</p>",2021-12-08 08:35:12,2021-12-08 08:35:12
38,1,10,Import Contacts to a New Project,"<h2>Import Contacts to a New Project</h2>
<p>&nbsp;</p>
<ul>
<li>As you start a project and open the Contacts Area, select the <strong><em>Import</em></strong> button to open the <strong>Import Contacts</strong> window and then <em>Select Contacts From Any Project</em>.</li>
<li>The listing of any previous contacts are collected in the All Contacts list, and helps you save time by allowing you to import and sync any of those existing contacts.</li>
</ul>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/jhDR35GcVL0xi7a3mmVicQDTss8BQA2mDd8qqRC0.jpg"" /></p>
<p>&nbsp;</p>
<ul>
<li>Start to search for any name you have already used as a Contact in any project, or use the scroll bar and then select the person(s) you want to add then select <strong><em>Add Contacts to Project</em></strong></li>
</ul>
<p>&nbsp;</p>
<h3>ADD Details: Meeting Membership, Role and Access Type</h3>
<p>&nbsp;</p>
<ul>
<li>As each contact is put into the Contacts list for the project, ensure that each one has the proper <strong>Meeting Membership</strong> for this project and ensure their <strong>Project Role</strong> and <strong>Access Type</strong> for this project are also correct. Click the individual record to open the Contact details to make changes.</li>
</ul>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/Y3BdoIPR7xNilbwfPWbDUEYp3St84chJjMcJFCm8.jpg"" /></p>",2021-12-08 08:38:29,2022-04-18 15:55:32
39,1,11,Add a New Meeting,"<h2><a name=""_Toc63758139""></a>Add a New Meeting</h2>
<ul>
<li>Add meetings in Traxidy to easily record, track and update any project work and activities (Actions, Issues, Decisions, Risks and Changes) along with confirming attendance for that meeting in Traxidy.</li>
<li>There are <strong>three </strong>(3) <strong>tabs</strong> in the Traxidy Meetings Area, including <strong>Upcoming</strong>, <strong>Past</strong> and <strong>Meeting Minutes</strong></li>
<li>Traxidy Meetings also makes the creation of Meeting Minutes easy and quick with a full record of the activities.</li>
</ul>
<ol>
<li><strong> </strong>To add a <strong>New Meeting</strong>, from the Meetings Area, click the <strong><em>+ New Meeting </em></strong></li>
<li>A New Meeting pop-up window, will request Meeting <strong>Details</strong>. Add the meeting details, including the meeting Subject, Meeting Type, Date and Time.</li>
</ol>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/ml8wzbu5tMAe0FPWTMEL52CWklFlfC2xgGsWt6YP.jpg"" /></p>
<p>3. Choose whether the meeting repeats and the frequency (Daily, Weekly or Monthly). The maximum number of meeting repeat occurrences is 20. Click the <strong>Next</strong> <strong>&gt;</strong> button.</p>
<p>4. On the New Meeting <strong>Invitees</strong> pop-up window, confirm the Invitees list based on the Meeting Type and add additional contacts if needed.</p>
<p>5. New Meetings will be added to the Project Meetings Area under the <strong>Upcoming</strong> tab to easily view and manage.</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/nPyVC56w7cgzCcDV0zyiYDBWQXe60e9L6EPeUDuK.jpg"" /></p>
<p>&nbsp;</p>",2021-12-08 10:57:03,2021-12-08 11:06:42
40,1,11,Start a Meeting by Confirming Attendance,"<h2>Start a Meeting by Confirming Attendance</h2>
<p>&nbsp;</p>
<p>Any meetings set for <em>Today</em> or in the future will appear on the <strong>Upcoming</strong> tab. Any meetings scheduled <u>before</u> <em>Today</em> will automatically move into the meetings <strong>Past</strong> tab.</p>
<p><strong>Note:</strong> The <strong><em>Confirm Attendance </em></strong>button is <u>not visible</u> until the start date <em>and time</em> for the meeting has past.</p>
<p>&nbsp;</p>
<h3>Start the Meeting</h3>
<p>There are two ways to take attendance as you begin your meeting.</p>
<ol>
<li><strong> </strong>Simply click anywhere on the meeting record to bring up the Meeting Details Window, then click on the <strong>Confirm Attendance</strong> Check the names expected to be there based on the Meeting Type and add contact name(s) for anyone else attending,</li>
</ol>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/C9HEAp7hn8MKbXOZy1vZy7SedPQykCk98aeE5Ssl.jpg"" width=""785"" height=""474"" /></p>
<p>&nbsp;</p>
<p><strong>or</strong></p>
<p>2. Click directly on the &lsquo;To Be Confirmed&rsquo; section in the meeting record, then check the names expected to be there based on the Meeting Type and add contact name(s) for anyone else attending.</p>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/hRAbu9MpGqsKoLIV9Z7Hd5XciQsnoWz5r1Rd1RKC.jpg"" width=""791"" height=""482"" /></p>
<h3>&nbsp;</h3>
<h3><span style=""color: #1319ee;""><em>Tips!</em></span></h3>
<p>Traxidy makes it easier than ever to create Meeting Minutes.</p>
<p>After confirming attendance, use the Traxidy AID, Risks or Changes Areas during your meeting to easily record any new activities and updates. Once the meeting is over, you will notice the meeting record has a count of the meeting activities including new/edited Issues, Decisions, Risks and Changes listed for easy reference.</p>
<p>&nbsp;</p>
<p>Click on that meeting record at any time to see the details of the meeting and easily create the Meeting Minutes. The Issues/Actions, Decisions, Risks and Changes which were added or updated during the meeting, <u>will automatically be added</u> to the Meeting Minutes.</p>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/Hqdxpljr2vgNx2on3Ex90N9nSQ7T3T3Fhk4bKLnh.jpg"" width=""773"" height=""250"" /></p>
<p>&nbsp;</p>
<h3>Meeting Minutes can also be created <em>without</em> having a meeting record</h3>
<p>Traxidy makes it easy to create Meeting Minutes even when a meeting has not been scheduled, assuming:</p>
<ol>
<li><strong> </strong>The meeting was Unscheduled or you did not have it listed in the <strong>Meetings</strong> Area, <em>and</em></li>
<li><strong> </strong>The Issues, Actions, Decisions, Risks and Changes discussed in that meeting have been updated in Traxidy</li>
</ol>
<p>&nbsp;Simply click the <strong><em>Unscheduled Meeting Minutes</em></strong> button from the <strong>Meetings</strong> Area.</p>
<p>&nbsp;</p>
<p><strong>Note</strong>, as this meeting is considered &lsquo;Unscheduled&rsquo; there will not be any meeting record listed in the <strong>Meetings</strong> Area.</p>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/Zy9TvjAhaGM1AGlMELs68PEDuPgTbdC4E8j7eqdh.jpg"" width=""741"" height=""332"" /></p>
<p>&nbsp;</p>
<p>The Meeting Minutes Form <strong>opens with blanks</strong> in the Meeting Details and Attendees, and without any of the AID, Risks or Changes records pre-selected.</p>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/1WazKpXkCtbeB3kqf8uHOAqMrhJWauWxfX1IJ5mc.jpg"" width=""737"" height=""397"" /></p>
<p>&nbsp;</p>
<p>As the meeting was unscheduled, <strong>add the meeting details</strong>, attendees and <strong>select the Activities</strong> (Actions, Issues, Risks, Changes, Decisions, and more) that were part of the meeting.</p>
<p>&nbsp;</p>",2021-12-08 11:28:55,2022-04-18 15:54:43
41,1,12,Meeting Minutes for Meetings Scheduled in Traxidy,"<h2><a name=""_Toc63758141""></a>Meeting Minutes for Meetings Scheduled in Traxidy</h2>
<p>&nbsp;</p>
<ul>
<li>Start by choosing a meeting from the main <strong>Meetings</strong> If the meeting is more than a day old, you will find it listed in the <strong>Past<em> </em>Tab</strong>. If you are creating your Meeting Minutes on the same day you had your meeting, then look on the <strong>Upcoming Tab</strong>.</li>
</ul>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/6XY7Yyysvu2ijtNb1Hu81ysEpu2GVQdLKL6sG6Nk.jpg"" /></p>
<p>&nbsp;</p>
<ul>
<li>Choose the meeting that you want to create the Meeting Minutes for &mdash; simply click on the Meeting Record to open the Record Details Window, and click the <strong><em>Create</em></strong> <strong><em>Meeting Minutes </em></strong>button.</li>
</ul>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/zxSAB6WxgoXlmDRwf6mtkTsWOT6j8mVXJErObzIB.jpg"" width=""726"" height=""361"" /></p>
<p>&nbsp;</p>
<ul>
<li>The Meeting Minutes window will open with the meeting information automatically populated.</li>
<li>Add a meeting Subject and also any free-text Comments regarding the meeting.</li>
<li>The <strong>tabs</strong> for <strong>AID, Risks</strong> and <strong>Changes</strong> will show a list of the records associated with each and are presented based on your Meeting Recorded date, and provides a quick list for your review.</li>
<li>Add or adjust any records for AID, Risks and Changes from the lists by checking or unchecking the boxes.</li>
<li>Save the Meeting Minutes and send it out in email or store the file for sharing.</li>
<li>Your historical Meeting Minutes will be saved in the <strong>Meeting Minutes Tab</strong> for your reference.</li>
</ul>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/DUwilhSfznhMqOkaEtMuIXpN7Ne7FIF0kj7eCMfr.jpg"" width=""729"" height=""439"" /></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>",2021-12-08 11:31:15,2022-03-05 09:48:24
42,1,12,Meeting Minutes Meetings Not Scheduled in Traxidy,"<h2>Meeting Minutes for Meetings <em>Not</em> Scheduled in Traxidy</h2>
<p>&nbsp;</p>
<ul>
<li>If a Project Meeting was held without being scheduled in Traxidy, you can still easily create Meeting Minutes by clicking on the <strong><em>Unscheduled Meeting Minutes</em></strong> button on the <strong>Meetings Area</strong> and entering the information on the Meeting Minutes window.</li>
</ul>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/2AMblpSMLkdYE9ck7h8jOYXRSDc6MpWn0JOz1v59.jpg"" width=""723"" height=""326"" /></p>
<p>&nbsp;</p>
<ul>
<li>Add the Meeting Details; Subject of the meeting, date of the meeting, select the Meeting Type and add any free-text Comments regarding the meeting.</li>
<li>Add attendees from your Contact list.</li>
<li>The <strong>AID tab</strong> shows first. Choose the records you want to have listed in the Meeting Minutes by clicking first on the tab for AID and on the boxes next to that record.</li>
<li>The <strong>tabs for Risks and Changes</strong> will also show a list of the records associated with each. Again click on the boxes next to the records you want to incude in the Meeting Minutes.</li>
<li>Save the Meeting Minutes and send it out in email or store the file for sharing.</li>
<li>Your historical Meeting Minutes will be saved in the <strong>Meeting Minutes Tab</strong> for your reference.</li>
</ul>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/CTEWU3dbfJVhDz6TgPbopey4kc9QmbEJVbsoIPYP.jpg"" width=""723"" height=""442"" /></p>",2021-12-08 11:50:09,2022-03-05 09:47:35
43,1,13,"Project Actions, Issues & Decisions","<h2><a name=""_Toc63758144""></a>Project Actions, Issues &amp; Decisions</h2>
<p>&nbsp;</p>
<p>Use Traxidy to easily record <strong>Issues</strong> as they are discovered, and manage all related actions effectively.</p>
<p>Access AID from the left Navigation Panel, click Project Name and click <strong>Actions, Issues Decisions AID</strong>. You can also start from the Dashboard, and click on the AID chart in the Project Record</p>
<h3>&nbsp;</h3>
<h3>Use Traxidy to better track all your project work details in one place.</h3>
<ul>
<li>As the project <strong>plan is</strong> <strong>developed</strong>&mdash;Issues may be uncovered.<strong> </strong>Discussions, meetings and interactions lead to issues or key next steps that you need to record, track and report on as you work towards finalizing the plan.</li>
<li>Once the project <strong>plan is</strong> <strong>set</strong>&mdash;Issues may be discovered<strong>. </strong>Discussions, meetings and interactions lead to Issues that potentially challenge the plan. Actions need to be accomplished to overcome the issues and keep the plan on track. Record, track and report all actions until the project is closed.</li>
<li>The Traxidy <strong>AID</strong> Area is your place for all project Actions, Issues and Decisions (AID), including descriptions, priorities, owners, progress, due date and status.</li>
<li>Record everything you want to track in your project&mdash;especially the day-to-day real work details that support the actual project plan or Gantt chart. As a project manager, you often manage many <strong>additional pieces of work</strong> that are not specifically noted on the project plan or Gantt Chart.</li>
<li><strong>Collaborate with Action Owners.</strong> To collaborate with your team doing the work, ensure actions are connected with the proper owners<em>.</em> Set up the owner with the <strong>Access Type -</strong> <strong>Edit Actions </strong>(see <strong>Contacts</strong> Area, Access Type options).</li>
<li>Also, ensure you have a scheduled due date for the action and let Traxidy do the tracking for you.</li>
<li><strong>View and Sort by Issue or Priority</strong>&mdash;Simplify and direct meeting discussions by using the Sorting feature in AID. Quickly sort by issue and view all the associated actions across owners and dates or sort by priority, and focus your time on the highest priority issues and actions.</li>
</ul>
<p>&nbsp;</p>
<p>&nbsp;</p>
<h3>Status Tracking Helps You Focus</h3>
<p>Traxidy does the action tracking for you, based on the action due date and multiple status intervals and provides a fast focus of the critical work that needs to be done.</p>
<ul>
<li>Action status due date intervals helps you focus. The AID Area <strong>Actions Overview</strong> chart and the record <strong>Due Status</strong> intervals include:
<ul>
<li>Past Due</li>
<li>Due Today</li>
<li>Due in 2 Days</li>
<li>Due in 5 days</li>
<li>Due Later</li>
</ul>
</li>
<li>Quickly see all <strong>Actions Past Due </strong>by clicking the <strong>Status </strong>title above the AID Records to sort all action records. Past Due records will be at the top, then Due Today and so on, in the order of importance of the time remaining.</li>
</ul>
<h3>&nbsp;</h3>
<h3>Easy Follow Up with Action &amp; Risk Owners</h3>
<p>The way to save time and easily follow up and get Action (or Risk planning) updates directly from Owners is to ensure the Contact and Owner of an Action or Risk, is setup to collaborate on the project with you.</p>
<p>In the Contact Details, ensure the Owner has the Access Type - Collaborator (see Contacts Area, Access Type options). This will grant the Oner access to Traxidy and only the Actions or Risks they are connected to as ""Owners"". They <span style=""text-decoration: underline;"">see nothing else</span> other than the Project Information Area.</p>
<p>This will allow the Action Owners to see and update their specific Actions or Risks anytime. Once anyone with Contributor Access has updated their work, the system has a notification show in the Notification Bell at the top of the Dashboard Area (or email as set up in Project Settings will be sent to you) showing the latest update and exactly when it was done.</p>
<h3>&nbsp;</h3>
<h3>Important Charts in AID</h3>
<p>There are three charts to easily visualize your project priorities for Actions, Issues and Decisions and next best steps.</p>
<ol>
<li><strong> </strong><strong>Issues by Priority:</strong> get a quick view of the total number of issues by priority including Escalated, High, Medium and Low.</li>
<li><strong> </strong><strong>Actions Overview:</strong> view of all Actions and status for quick focus.</li>
<li><strong> </strong><strong>Decisions Made:</strong> tracking the Decisions made by date across the project timeframe.</li>
</ol>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/UJ70rmxoJILR4NRdNmVEeLz1EKB9AZkVDgbFCjm7.jpg"" width=""779"" height=""255"" /></p>
<p>&nbsp;</p>
<h3><span style=""color: #1319ee;""><em>Tips!</em></span></h3>
<p>Remember &ndash;Traxidy is your guide and tracker of all the day-to-day real pieces of work that arise as you build and finalize the plan. Issues and stresses on the project plan will happen and Traxidy can help you stay on top of this work and be successful with the delivery of the project.</p>
<p>&nbsp;</p>
<h3><span style=""color: #1319ee;"">Best Practice</span></h3>
<p>As you build your plan and work through issues and associated actions with project team contacts, also <strong>listen for potential risks</strong> to the project success. Easily record and monitor the risks with the highest probability of occurring and the biggest impact on the project, with the Traxidy <strong>Risks</strong> Area.</p>
<p>&nbsp;</p>",2021-12-08 12:06:19,2022-03-05 09:53:06
44,1,13,Add New Issue with Actions,"<h2>Add New Issue with Actions</h2>
<ul>
<li>An &lsquo;<strong>Issue&rsquo;</strong> in Traxidy is a main concern currently having a negative effect on the project, that needs to be overcome during the project. While the &lsquo;<strong>Action&rsquo;</strong> or <strong>multiple</strong> <strong>Actions</strong> are the work effort required to overcome that Issue. Every action needs ownership and scheduled timing&mdash;both of which are easy to record and track in Traxidy.</li>
<li>To create a New Issue and the associated Action(s) click the <strong><em>&lsquo;+ New Issue&rsquo;</em></strong> button from the <strong>Actions Issues Decisions (AID)</strong> Area</li>
<li>An AID pop-up screen will allow you to record the <strong>Issue Description</strong> (keep it brief), the priority level and the first <strong>Action</strong> associated with that <strong>Issue</strong>.</li>
<li>Be sure to choose an <strong>Owner</strong> who is taking the action or will at least report on its progress to you and the Project Team. Record a <strong>Due Date</strong> for the action to be</li>
<li>If there are more actions to be recorded and associated with this same Issue, click <strong>+ Save &amp; Add New Action</strong> button and continue with the action information again.</li>
<li>When all actions connected to this issue have been added, simply click the <strong>Save Action<em> </em></strong>button and each record will all be listed in the AID Area.</li>
</ul>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/pJSnkhbxVA6QpS2HkVy5ZSalCTtqYFepxljTH2Fe.jpg"" width=""806"" height=""486"" /></p>
<h3><span style=""color: #1319ee;""><em>Tips! </em></span></h3>
<p>You may want to add information to the issue description, including a reference to what Task # this issue is related to in your planning application e.g. Microsoft Project.</p>
<p>&nbsp;</p>
<h3>Issue Info is a Separate Tab</h3>
<p>The Issue Description is available on a separate <strong>tab</strong> in the record details window. Click on an <strong>AID Record</strong> to open its record details window.</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/qh1GcvmH4cxrc9nCK2BMY42fLF992j2nJxnTTJsB.jpg"" width=""819"" height=""360"" /></p>
<h3><span style=""color: #1319ee;"">Best Practice</span></h3>
<p>The Issue Description is a clear, concise statement of the problem and should remain consistent over time. If the Issue Description needs to change, we suggest that you start a new issue and associated actions to keep your records straight. This works to minimize confusion later on.</p>
<p>&nbsp;</p>",2021-12-08 12:19:59,2021-12-08 12:19:59
45,1,13,Recording Decisions,"<h2>Recording Decisions</h2>
<p>&nbsp;</p>
<p>In Traxidy, we link Decisions with a specific issue or action. Decisions typically have a major impact on the direction or plan of a project and will be recorded, tracked and reported throughout the project.</p>
<p>&nbsp;</p>
<ul>
<li><strong>Register Decisions</strong> &ndash;Click on the Action Record to open the Record Details Window, then select a <strong>Decision Made</strong> status from the drop-down box to register a Decision having been made.</li>
<li>Record Decisions &ndash;It is critical to ensure text is recorded in the <strong>Update Action</strong> box which fully explains the Decision including why it was made, what the actual decision was, and who made or approved the decision.</li>
<li>The <strong>Decisions Made chart</strong> shows the date and decisions made over the project timeframe.</li>
</ul>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/FPFwkVXXcp2yHprRSYdKo4eVlNL4cW0FeVpuO847.jpg"" width=""820"" height=""373"" /></p>",2021-12-08 12:31:53,2022-03-05 09:51:43
46,1,13,Easily Update Actions and Issues,"<h2>Easily Update Actions and Issues</h2>
<ul>
<li>Every Action update that is recorded in Traxidy is available in the <strong>Action History</strong> for that record. Easily see how the information or movement of the work has changed over time. This includes recording and tracking the <strong>Progress</strong> at each update.</li>
<li>Click on the Action Record to open the <strong>Action Record Details</strong> <strong>Window,</strong> to access and view the Action History section.</li>
<li>You can add more Actions and make updates at any time. S&shy;&shy;imply click on the AID Record and the AID Record Details Window will open on the right side. Add a new Action Description and Save Updates.</li>
<li>When the Action is completed set the <strong>Status</strong> to <strong>Closed</strong>, and the record moves to the <strong>Closed tab</strong>.</li>
</ul>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/YyC8YE3Sum8R5fhe2wGL18Ykr5o1SlRSyj0NolUP.jpg"" width=""771"" height=""497"" /></p>
<h3><span style=""color: #1319ee;""><em>Tips!</em></span></h3>
<p>Updates to actions are typically made during meetings or discussions with Team Members. Have Traxidy ready on the <strong>AID</strong> Area and update actions as they are discussed.</p>
<p>Remember to be concise and brief when entering or updating information.&nbsp; This will ensure clarity of meaning and understanding of the information, over the timeframe of the project.</p>
<h3><span style=""color: #1319ee;"">Best Practice</span></h3>
<p>If a report of the meeting is required, use the Traxidy automated Meeting Minutes function once your meeting has concluded. It will take minutes to produce a professional Meeting Minutes document (see <strong>Meetings</strong> Area). Sending out timely, consistent and comprehensive Meeting Minutes continues to build trust as the project leader.</p>
<p>&nbsp;</p>",2021-12-08 12:34:29,2021-12-08 12:34:29
47,1,14,Capture and Record Risks,"<h2>Capture &amp; Record Risks</h2>
<ul>
<li>Use the Traxidy<strong> </strong><strong>Risks </strong>Area to record all project risks.</li>
<li>Access the project<strong> </strong><strong>Risks</strong> Area directly from your<strong> </strong>From the project record, click on the Risks Chart. Alternatively, from the Project Information Area, you can click on the <strong>Risks Overview</strong> Chart or go to the <strong>Main Menu</strong>, and select <strong>Risks.</strong></li>
<li>Collect and record risks as you learn about them. Remember managing a Risk register is not an exact science &mdash; it helps to record all known Risks, each with varying levels of probability and impact.</li>
</ul>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/dike0x1rrlGnAhN2T2UCmcMFWnIhMzuERVf7tqtD.jpg"" width=""809"" height=""273"" /></p>
<p><img src=""https://backend-apis.traxidy.com/storage/uploads/ylfWB92l0NyzYwzmZd5m3k3O0eztkJgkfg1j7JaK.jpg"" width=""848"" height=""423"" /></p>",2021-12-08 12:37:24,2021-12-08 12:39:28
