risk_id,project_id,project_name,risk_identifier,risk_statement,risk_impact,risk_probability,risk_status,mitigation_description,gyr_constraint,gyr_status,contingency_description
2,4,Office Move,R2,There is a risk that our support staff on this project team may have more priority work later on the schedule and the prioject work may fall behind.,3,60,closed,We need to ensure that the schedule does not slip for the year end implementation and we will spend more money if required.,scope,green,
2,4,Office Move,R2,There is a risk that our support staff on this project team may have more priority work later on the schedule and the prioject work may fall behind.,3,60,closed,We need to ensure that the schedule does not slip for the year end implementation and we will spend more money if required.,overall,yellow,
2,4,Office Move,R2,There is a risk that our support staff on this project team may have more priority work later on the schedule and the prioject work may fall behind.,3,60,closed,We need to ensure that the schedule does not slip for the year end implementation and we will spend more money if required.,risk,yellow,
2,4,Office Move,R2,There is a risk that our support staff on this project team may have more priority work later on the schedule and the prioject work may fall behind.,3,60,closed,We need to ensure that the schedule does not slip for the year end implementation and we will spend more money if required.,technology,red,
2,4,Office Move,R2,There is a risk that our support staff on this project team may have more priority work later on the schedule and the prioject work may fall behind.,3,60,closed,We need to ensure that the schedule does not slip for the year end implementation and we will spend more money if required.,other,green,
2,4,Office Move,R2,There is a risk that our support staff on this project team may have more priority work later on the schedule and the prioject work may fall behind.,3,60,closed,We need to ensure that the schedule does not slip for the year end implementation and we will spend more money if required.,resources,green,
2,4,Office Move,R2,There is a risk that our support staff on this project team may have more priority work later on the schedule and the prioject work may fall behind.,3,60,closed,We need to ensure that the schedule does not slip for the year end implementation and we will spend more money if required.,resources,green,
2,4,Office Move,R2,There is a risk that our support staff on this project team may have more priority work later on the schedule and the prioject work may fall behind.,3,60,closed,We need to ensure that the schedule does not slip for the year end implementation and we will spend more money if required.,risk,yellow,
2,4,Office Move,R2,There is a risk that our support staff on this project team may have more priority work later on the schedule and the prioject work may fall behind.,3,60,closed,We need to ensure that the schedule does not slip for the year end implementation and we will spend more money if required.,technology,yellow,
2,4,Office Move,R2,There is a risk that our support staff on this project team may have more priority work later on the schedule and the prioject work may fall behind.,3,60,closed,We need to ensure that the schedule does not slip for the year end implementation and we will spend more money if required.,other,green,
2,4,Office Move,R2,There is a risk that our support staff on this project team may have more priority work later on the schedule and the prioject work may fall behind.,3,60,closed,We need to ensure that the schedule does not slip for the year end implementation and we will spend more money if required.,other,green,
2,4,Office Move,R2,There is a risk that our support staff on this project team may have more priority work later on the schedule and the prioject work may fall behind.,3,60,closed,We need to ensure that the schedule does not slip for the year end implementation and we will spend more money if required.,scope,green,
2,4,Office Move,R2,There is a risk that our support staff on this project team may have more priority work later on the schedule and the prioject work may fall behind.,3,60,closed,We need to ensure that the schedule does not slip for the year end implementation and we will spend more money if required.,scope,yellow,
2,4,Office Move,R2,There is a risk that our support staff on this project team may have more priority work later on the schedule and the prioject work may fall behind.,3,60,closed,We need to ensure that the schedule does not slip for the year end implementation and we will spend more money if required.,schedule,red,
2,4,Office Move,R2,There is a risk that our support staff on this project team may have more priority work later on the schedule and the prioject work may fall behind.,3,60,closed,We need to ensure that the schedule does not slip for the year end implementation and we will spend more money if required.,schedule,red,
2,4,Office Move,R2,There is a risk that our support staff on this project team may have more priority work later on the schedule and the prioject work may fall behind.,3,60,closed,We need to ensure that the schedule does not slip for the year end implementation and we will spend more money if required.,schedule,red,
2,4,Office Move,R2,There is a risk that our support staff on this project team may have more priority work later on the schedule and the prioject work may fall behind.,3,60,closed,We need to ensure that the schedule does not slip for the year end implementation and we will spend more money if required.,overall,green,
2,4,Office Move,R2,There is a risk that our support staff on this project team may have more priority work later on the schedule and the prioject work may fall behind.,3,60,closed,We need to ensure that the schedule does not slip for the year end implementation and we will spend more money if required.,schedule,yellow,
2,4,Office Move,R2,There is a risk that our support staff on this project team may have more priority work later on the schedule and the prioject work may fall behind.,3,60,closed,We need to ensure that the schedule does not slip for the year end implementation and we will spend more money if required.,technology,yellow,
2,4,Office Move,R2,There is a risk that our support staff on this project team may have more priority work later on the schedule and the prioject work may fall behind.,3,60,closed,We need to ensure that the schedule does not slip for the year end implementation and we will spend more money if required.,scope,green,
2,4,Office Move,R2,There is a risk that our support staff on this project team may have more priority work later on the schedule and the prioject work may fall behind.,3,60,closed,We need to ensure that the schedule does not slip for the year end implementation and we will spend more money if required.,overall,yellow,
2,4,Office Move,R2,There is a risk that our support staff on this project team may have more priority work later on the schedule and the prioject work may fall behind.,3,60,closed,We need to ensure that the schedule does not slip for the year end implementation and we will spend more money if required.,scope,yellow,
2,4,Office Move,R2,There is a risk that our support staff on this project team may have more priority work later on the schedule and the prioject work may fall behind.,3,60,closed,We need to ensure that the schedule does not slip for the year end implementation and we will spend more money if required.,other,yellow,
2,4,Office Move,R2,There is a risk that our support staff on this project team may have more priority work later on the schedule and the prioject work may fall behind.,3,60,closed,We need to ensure that the schedule does not slip for the year end implementation and we will spend more money if required.,quality,red,
2,4,Office Move,R2,There is a risk that our support staff on this project team may have more priority work later on the schedule and the prioject work may fall behind.,3,60,closed,We need to ensure that the schedule does not slip for the year end implementation and we will spend more money if required.,quality,red,
2,4,Office Move,R2,There is a risk that our support staff on this project team may have more priority work later on the schedule and the prioject work may fall behind.,3,60,closed,We need to ensure that the schedule does not slip for the year end implementation and we will spend more money if required.,overall,red,
4,4,Office Move,R4,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,70,closed,we need to do something to reduce the probability of this occurring,overall,green,"we will need to plan for the risk , not only occurring but the risk also having an impact on the project"
4,4,Office Move,R4,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,70,closed,we need to do something to reduce the probability of this occurring,scope,green,"we will need to plan for the risk , not only occurring but the risk also having an impact on the project"
4,4,Office Move,R4,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,70,closed,we need to do something to reduce the probability of this occurring,budget,green,"we will need to plan for the risk , not only occurring but the risk also having an impact on the project"
4,4,Office Move,R4,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,70,closed,we need to do something to reduce the probability of this occurring,schedule,green,"we will need to plan for the risk , not only occurring but the risk also having an impact on the project"
4,4,Office Move,R4,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,70,closed,we need to do something to reduce the probability of this occurring,overall,yellow,"we will need to plan for the risk , not only occurring but the risk also having an impact on the project"
4,4,Office Move,R4,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,70,closed,we need to do something to reduce the probability of this occurring,scope,yellow,"we will need to plan for the risk , not only occurring but the risk also having an impact on the project"
4,4,Office Move,R4,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,70,closed,we need to do something to reduce the probability of this occurring,schedule,green,"we will need to plan for the risk , not only occurring but the risk also having an impact on the project"
4,4,Office Move,R4,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,70,closed,we need to do something to reduce the probability of this occurring,budget,green,"we will need to plan for the risk , not only occurring but the risk also having an impact on the project"
4,4,Office Move,R4,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,70,closed,we need to do something to reduce the probability of this occurring,overall,red,"we will need to plan for the risk , not only occurring but the risk also having an impact on the project"
4,4,Office Move,R4,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,70,closed,we need to do something to reduce the probability of this occurring,schedule,red,"we will need to plan for the risk , not only occurring but the risk also having an impact on the project"
4,4,Office Move,R4,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,70,closed,we need to do something to reduce the probability of this occurring,scope,yellow,"we will need to plan for the risk , not only occurring but the risk also having an impact on the project"
4,4,Office Move,R4,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,70,closed,we need to do something to reduce the probability of this occurring,overall,green,"we will need to plan for the risk , not only occurring but the risk also having an impact on the project"
4,4,Office Move,R4,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,70,closed,we need to do something to reduce the probability of this occurring,schedule,yellow,"we will need to plan for the risk , not only occurring but the risk also having an impact on the project"
4,4,Office Move,R4,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,70,closed,we need to do something to reduce the probability of this occurring,scope,green,"we will need to plan for the risk , not only occurring but the risk also having an impact on the project"
4,4,Office Move,R4,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,70,closed,we need to do something to reduce the probability of this occurring,overall,yellow,"we will need to plan for the risk , not only occurring but the risk also having an impact on the project"
4,4,Office Move,R4,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,70,closed,we need to do something to reduce the probability of this occurring,risk,yellow,"we will need to plan for the risk , not only occurring but the risk also having an impact on the project"
4,4,Office Move,R4,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,70,closed,we need to do something to reduce the probability of this occurring,technology,red,"we will need to plan for the risk , not only occurring but the risk also having an impact on the project"
4,4,Office Move,R4,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,70,closed,we need to do something to reduce the probability of this occurring,other,green,"we will need to plan for the risk , not only occurring but the risk also having an impact on the project"
4,4,Office Move,R4,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,70,closed,we need to do something to reduce the probability of this occurring,resources,green,"we will need to plan for the risk , not only occurring but the risk also having an impact on the project"
4,4,Office Move,R4,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,70,closed,we need to do something to reduce the probability of this occurring,resources,green,"we will need to plan for the risk , not only occurring but the risk also having an impact on the project"
4,4,Office Move,R4,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,70,closed,we need to do something to reduce the probability of this occurring,risk,yellow,"we will need to plan for the risk , not only occurring but the risk also having an impact on the project"
4,4,Office Move,R4,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,70,closed,we need to do something to reduce the probability of this occurring,technology,yellow,"we will need to plan for the risk , not only occurring but the risk also having an impact on the project"
4,4,Office Move,R4,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,70,closed,we need to do something to reduce the probability of this occurring,other,green,"we will need to plan for the risk , not only occurring but the risk also having an impact on the project"
4,4,Office Move,R4,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,70,closed,we need to do something to reduce the probability of this occurring,other,green,"we will need to plan for the risk , not only occurring but the risk also having an impact on the project"
4,4,Office Move,R4,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,70,closed,we need to do something to reduce the probability of this occurring,scope,green,"we will need to plan for the risk , not only occurring but the risk also having an impact on the project"
4,4,Office Move,R4,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,70,closed,we need to do something to reduce the probability of this occurring,scope,yellow,"we will need to plan for the risk , not only occurring but the risk also having an impact on the project"
4,4,Office Move,R4,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,70,closed,we need to do something to reduce the probability of this occurring,schedule,red,"we will need to plan for the risk , not only occurring but the risk also having an impact on the project"
4,4,Office Move,R4,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,70,closed,we need to do something to reduce the probability of this occurring,schedule,red,"we will need to plan for the risk , not only occurring but the risk also having an impact on the project"
4,4,Office Move,R4,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,70,closed,we need to do something to reduce the probability of this occurring,schedule,red,"we will need to plan for the risk , not only occurring but the risk also having an impact on the project"
4,4,Office Move,R4,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,70,closed,we need to do something to reduce the probability of this occurring,overall,green,"we will need to plan for the risk , not only occurring but the risk also having an impact on the project"
4,4,Office Move,R4,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,70,closed,we need to do something to reduce the probability of this occurring,schedule,yellow,"we will need to plan for the risk , not only occurring but the risk also having an impact on the project"
4,4,Office Move,R4,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,70,closed,we need to do something to reduce the probability of this occurring,technology,yellow,"we will need to plan for the risk , not only occurring but the risk also having an impact on the project"
4,4,Office Move,R4,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,70,closed,we need to do something to reduce the probability of this occurring,scope,green,"we will need to plan for the risk , not only occurring but the risk also having an impact on the project"
4,4,Office Move,R4,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,70,closed,we need to do something to reduce the probability of this occurring,overall,yellow,"we will need to plan for the risk , not only occurring but the risk also having an impact on the project"
4,4,Office Move,R4,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,70,closed,we need to do something to reduce the probability of this occurring,scope,yellow,"we will need to plan for the risk , not only occurring but the risk also having an impact on the project"
4,4,Office Move,R4,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,70,closed,we need to do something to reduce the probability of this occurring,other,yellow,"we will need to plan for the risk , not only occurring but the risk also having an impact on the project"
4,4,Office Move,R4,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,70,closed,we need to do something to reduce the probability of this occurring,quality,red,"we will need to plan for the risk , not only occurring but the risk also having an impact on the project"
4,4,Office Move,R4,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,70,closed,we need to do something to reduce the probability of this occurring,quality,red,"we will need to plan for the risk , not only occurring but the risk also having an impact on the project"
4,4,Office Move,R4,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,70,closed,we need to do something to reduce the probability of this occurring,overall,red,"we will need to plan for the risk , not only occurring but the risk also having an impact on the project"
5,4,Office Move,R5,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,55,closed,We need to ensure that the schedule does not slip for the year end implementation and we will spend more money if required.,overall,green,We will be managed through the PMO and follow the existing planning and execution process as much as possible.
5,4,Office Move,R5,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,55,closed,We need to ensure that the schedule does not slip for the year end implementation and we will spend more money if required.,scope,green,We will be managed through the PMO and follow the existing planning and execution process as much as possible.
5,4,Office Move,R5,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,55,closed,We need to ensure that the schedule does not slip for the year end implementation and we will spend more money if required.,budget,green,We will be managed through the PMO and follow the existing planning and execution process as much as possible.
5,4,Office Move,R5,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,55,closed,We need to ensure that the schedule does not slip for the year end implementation and we will spend more money if required.,schedule,green,We will be managed through the PMO and follow the existing planning and execution process as much as possible.
5,4,Office Move,R5,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,55,closed,We need to ensure that the schedule does not slip for the year end implementation and we will spend more money if required.,overall,yellow,We will be managed through the PMO and follow the existing planning and execution process as much as possible.
5,4,Office Move,R5,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,55,closed,We need to ensure that the schedule does not slip for the year end implementation and we will spend more money if required.,scope,yellow,We will be managed through the PMO and follow the existing planning and execution process as much as possible.
5,4,Office Move,R5,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,55,closed,We need to ensure that the schedule does not slip for the year end implementation and we will spend more money if required.,schedule,green,We will be managed through the PMO and follow the existing planning and execution process as much as possible.
5,4,Office Move,R5,There is a risk that the information provided as to the technical spec does not conform with the safety guidelines that are coming out later this year.,4,55,closed,We need to ensure that the schedule does not slip for the year end implementation and we will spend more money if required.,budget,green,We will be managed through the PMO and follow the existing planning and execution process as much as possible.
