action_id,project_id,project_name,action_description,action_status,action_gyr_status,decision_date,change_identifier,change_status,change_reason
5,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR4,declined,"Need to do this.
Use this link: http://www.umsl.edu/~sauterv/analysis/6840_f03_papers/frese/"
5,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR5,approved,Added functionality to VDT
5,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR6,declined,Did not consider the support costs (first year) in the originally approved budget
5,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR7,investigating,Not enough resources made available for testing
5,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR1,declined,We may be having some scheduling issues with tech group around testing
5,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR2,investigating,New scope added from the sponsor and this is something that they feel is a priority for this project.
5,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR3,submitted,Need more funds to license the new technology not anticipated in plan
5,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR4,declined,"Need to do this.
Use this link: http://www.umsl.edu/~sauterv/analysis/6840_f03_papers/frese/"
5,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR5,approved,Added functionality to VDT
5,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR6,declined,Did not consider the support costs (first year) in the originally approved budget
5,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR7,investigating,Not enough resources made available for testing
5,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR1,declined,We may be having some scheduling issues with tech group around testing
5,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR2,investigating,New scope added from the sponsor and this is something that they feel is a priority for this project.
5,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR3,submitted,Need more funds to license the new technology not anticipated in plan
5,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR4,declined,"Need to do this.
Use this link: http://www.umsl.edu/~sauterv/analysis/6840_f03_papers/frese/"
5,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR5,approved,Added functionality to VDT
5,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR6,declined,Did not consider the support costs (first year) in the originally approved budget
5,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR7,investigating,Not enough resources made available for testing
5,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR1,declined,We may be having some scheduling issues with tech group around testing
5,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR2,investigating,New scope added from the sponsor and this is something that they feel is a priority for this project.
5,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR3,submitted,Need more funds to license the new technology not anticipated in plan
5,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR4,declined,"Need to do this.
Use this link: http://www.umsl.edu/~sauterv/analysis/6840_f03_papers/frese/"
5,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR5,approved,Added functionality to VDT
5,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR6,declined,Did not consider the support costs (first year) in the originally approved budget
5,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR7,investigating,Not enough resources made available for testing
5,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,closed,green,1970-01-01,CR1,declined,We may be having some scheduling issues with tech group around testing
5,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,closed,green,1970-01-01,CR2,investigating,New scope added from the sponsor and this is something that they feel is a priority for this project.
5,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,closed,green,1970-01-01,CR3,submitted,Need more funds to license the new technology not anticipated in plan
5,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,closed,green,1970-01-01,CR4,declined,"Need to do this.
Use this link: http://www.umsl.edu/~sauterv/analysis/6840_f03_papers/frese/"
5,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,closed,green,1970-01-01,CR5,approved,Added functionality to VDT
5,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,closed,green,1970-01-01,CR6,declined,Did not consider the support costs (first year) in the originally approved budget
5,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,closed,green,1970-01-01,CR7,investigating,Not enough resources made available for testing
5,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR1,declined,We may be having some scheduling issues with tech group around testing
5,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR2,investigating,New scope added from the sponsor and this is something that they feel is a priority for this project.
5,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR3,submitted,Need more funds to license the new technology not anticipated in plan
5,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR4,declined,"Need to do this.
Use this link: http://www.umsl.edu/~sauterv/analysis/6840_f03_papers/frese/"
5,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR5,approved,Added functionality to VDT
5,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR6,declined,Did not consider the support costs (first year) in the originally approved budget
5,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR7,investigating,Not enough resources made available for testing
6,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR1,declined,We may be having some scheduling issues with tech group around testing
6,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR2,investigating,New scope added from the sponsor and this is something that they feel is a priority for this project.
6,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR3,submitted,Need more funds to license the new technology not anticipated in plan
6,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR4,declined,"Need to do this.
Use this link: http://www.umsl.edu/~sauterv/analysis/6840_f03_papers/frese/"
6,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR5,approved,Added functionality to VDT
6,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR6,declined,Did not consider the support costs (first year) in the originally approved budget
6,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR7,investigating,Not enough resources made available for testing
6,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,closed,green,1970-01-01,CR1,declined,We may be having some scheduling issues with tech group around testing
6,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,closed,green,1970-01-01,CR2,investigating,New scope added from the sponsor and this is something that they feel is a priority for this project.
6,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,closed,green,1970-01-01,CR3,submitted,Need more funds to license the new technology not anticipated in plan
6,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,closed,green,1970-01-01,CR4,declined,"Need to do this.
Use this link: http://www.umsl.edu/~sauterv/analysis/6840_f03_papers/frese/"
6,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,closed,green,1970-01-01,CR5,approved,Added functionality to VDT
6,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,closed,green,1970-01-01,CR6,declined,Did not consider the support costs (first year) in the originally approved budget
6,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,closed,green,1970-01-01,CR7,investigating,Not enough resources made available for testing
6,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR1,declined,We may be having some scheduling issues with tech group around testing
6,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR2,investigating,New scope added from the sponsor and this is something that they feel is a priority for this project.
6,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR3,submitted,Need more funds to license the new technology not anticipated in plan
6,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR4,declined,"Need to do this.
Use this link: http://www.umsl.edu/~sauterv/analysis/6840_f03_papers/frese/"
6,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR5,approved,Added functionality to VDT
6,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR6,declined,Did not consider the support costs (first year) in the originally approved budget
6,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR7,investigating,Not enough resources made available for testing
6,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR1,declined,We may be having some scheduling issues with tech group around testing
6,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR2,investigating,New scope added from the sponsor and this is something that they feel is a priority for this project.
6,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR3,submitted,Need more funds to license the new technology not anticipated in plan
6,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR4,declined,"Need to do this.
Use this link: http://www.umsl.edu/~sauterv/analysis/6840_f03_papers/frese/"
6,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR5,approved,Added functionality to VDT
6,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR6,declined,Did not consider the support costs (first year) in the originally approved budget
6,4,Office Move,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,open,green,1970-01-01,CR7,investigating,Not enough resources made available for testing
8,4,Office Move,done,open,green,1970-01-01,CR1,declined,We may be having some scheduling issues with tech group around testing
8,4,Office Move,done,open,green,1970-01-01,CR2,investigating,New scope added from the sponsor and this is something that they feel is a priority for this project.
8,4,Office Move,done,open,green,1970-01-01,CR3,submitted,Need more funds to license the new technology not anticipated in plan
8,4,Office Move,done,open,green,1970-01-01,CR4,declined,"Need to do this.
Use this link: http://www.umsl.edu/~sauterv/analysis/6840_f03_papers/frese/"
8,4,Office Move,done,open,green,1970-01-01,CR5,approved,Added functionality to VDT
8,4,Office Move,done,open,green,1970-01-01,CR6,declined,Did not consider the support costs (first year) in the originally approved budget
8,4,Office Move,done,open,green,1970-01-01,CR7,investigating,Not enough resources made available for testing
8,4,Office Move,done,open,green,1970-01-01,CR1,declined,We may be having some scheduling issues with tech group around testing
8,4,Office Move,done,open,green,1970-01-01,CR2,investigating,New scope added from the sponsor and this is something that they feel is a priority for this project.
8,4,Office Move,done,open,green,1970-01-01,CR3,submitted,Need more funds to license the new technology not anticipated in plan
8,4,Office Move,done,open,green,1970-01-01,CR4,declined,"Need to do this.
Use this link: http://www.umsl.edu/~sauterv/analysis/6840_f03_papers/frese/"
8,4,Office Move,done,open,green,1970-01-01,CR5,approved,Added functionality to VDT
8,4,Office Move,done,open,green,1970-01-01,CR6,declined,Did not consider the support costs (first year) in the originally approved budget
8,4,Office Move,done,open,green,1970-01-01,CR7,investigating,Not enough resources made available for testing
8,4,Office Move,done,open,green,1970-01-01,CR1,declined,We may be having some scheduling issues with tech group around testing
8,4,Office Move,done,open,green,1970-01-01,CR2,investigating,New scope added from the sponsor and this is something that they feel is a priority for this project.
8,4,Office Move,done,open,green,1970-01-01,CR3,submitted,Need more funds to license the new technology not anticipated in plan
8,4,Office Move,done,open,green,1970-01-01,CR4,declined,"Need to do this.
Use this link: http://www.umsl.edu/~sauterv/analysis/6840_f03_papers/frese/"
8,4,Office Move,done,open,green,1970-01-01,CR5,approved,Added functionality to VDT
8,4,Office Move,done,open,green,1970-01-01,CR6,declined,Did not consider the support costs (first year) in the originally approved budget
8,4,Office Move,done,open,green,1970-01-01,CR7,investigating,Not enough resources made available for testing
8,4,Office Move,done,open,green,1970-01-01,CR1,declined,We may be having some scheduling issues with tech group around testing
8,4,Office Move,done,open,green,1970-01-01,CR2,investigating,New scope added from the sponsor and this is something that they feel is a priority for this project.
8,4,Office Move,done,open,green,1970-01-01,CR3,submitted,Need more funds to license the new technology not anticipated in plan
8,4,Office Move,done,open,green,1970-01-01,CR4,declined,"Need to do this.
Use this link: http://www.umsl.edu/~sauterv/analysis/6840_f03_papers/frese/"
8,4,Office Move,done,open,green,1970-01-01,CR5,approved,Added functionality to VDT
8,4,Office Move,done,open,green,1970-01-01,CR6,declined,Did not consider the support costs (first year) in the originally approved budget
8,4,Office Move,done,open,green,1970-01-01,CR7,investigating,Not enough resources made available for testing
8,4,Office Move,done,open,green,1970-01-01,CR1,declined,We may be having some scheduling issues with tech group around testing
8,4,Office Move,done,open,green,1970-01-01,CR2,investigating,New scope added from the sponsor and this is something that they feel is a priority for this project.
8,4,Office Move,done,open,green,1970-01-01,CR3,submitted,Need more funds to license the new technology not anticipated in plan
8,4,Office Move,done,open,green,1970-01-01,CR4,declined,"Need to do this.
Use this link: http://www.umsl.edu/~sauterv/analysis/6840_f03_papers/frese/"
8,4,Office Move,done,open,green,1970-01-01,CR5,approved,Added functionality to VDT
8,4,Office Move,done,open,green,1970-01-01,CR6,declined,Did not consider the support costs (first year) in the originally approved budget
8,4,Office Move,done,open,green,1970-01-01,CR7,investigating,Not enough resources made available for testing
8,4,Office Move,done,open,green,1970-01-01,CR1,declined,We may be having some scheduling issues with tech group around testing
8,4,Office Move,done,open,green,1970-01-01,CR2,investigating,New scope added from the sponsor and this is something that they feel is a priority for this project.
8,4,Office Move,done,open,green,1970-01-01,CR3,submitted,Need more funds to license the new technology not anticipated in plan
8,4,Office Move,done,open,green,1970-01-01,CR4,declined,"Need to do this.
Use this link: http://www.umsl.edu/~sauterv/analysis/6840_f03_papers/frese/"
8,4,Office Move,done,open,green,1970-01-01,CR5,approved,Added functionality to VDT
8,4,Office Move,done,open,green,1970-01-01,CR6,declined,Did not consider the support costs (first year) in the originally approved budget
8,4,Office Move,done,open,green,1970-01-01,CR7,investigating,Not enough resources made available for testing
8,4,Office Move,done,open,green,1970-01-01,CR1,declined,We may be having some scheduling issues with tech group around testing
8,4,Office Move,done,open,green,1970-01-01,CR2,investigating,New scope added from the sponsor and this is something that they feel is a priority for this project.
8,4,Office Move,done,open,green,1970-01-01,CR3,submitted,Need more funds to license the new technology not anticipated in plan
8,4,Office Move,done,open,green,1970-01-01,CR4,declined,"Need to do this.
Use this link: http://www.umsl.edu/~sauterv/analysis/6840_f03_papers/frese/"
8,4,Office Move,done,open,green,1970-01-01,CR5,approved,Added functionality to VDT
8,4,Office Move,done,open,green,1970-01-01,CR6,declined,Did not consider the support costs (first year) in the originally approved budget
8,4,Office Move,done,open,green,1970-01-01,CR7,investigating,Not enough resources made available for testing
8,4,Office Move,done,open,green,1970-01-01,CR1,declined,We may be having some scheduling issues with tech group around testing
8,4,Office Move,done,open,green,1970-01-01,CR2,investigating,New scope added from the sponsor and this is something that they feel is a priority for this project.
8,4,Office Move,done,open,green,1970-01-01,CR3,submitted,Need more funds to license the new technology not anticipated in plan
8,4,Office Move,done,open,green,1970-01-01,CR4,declined,"Need to do this.
Use this link: http://www.umsl.edu/~sauterv/analysis/6840_f03_papers/frese/"
8,4,Office Move,done,open,green,1970-01-01,CR5,approved,Added functionality to VDT
8,4,Office Move,done,open,green,1970-01-01,CR6,declined,Did not consider the support costs (first year) in the originally approved budget
8,4,Office Move,done,open,green,1970-01-01,CR7,investigating,Not enough resources made available for testing
8,4,Office Move,done,open,green,1970-01-01,CR1,declined,We may be having some scheduling issues with tech group around testing
8,4,Office Move,done,open,green,1970-01-01,CR2,investigating,New scope added from the sponsor and this is something that they feel is a priority for this project.
8,4,Office Move,done,open,green,1970-01-01,CR3,submitted,Need more funds to license the new technology not anticipated in plan
8,4,Office Move,done,open,green,1970-01-01,CR4,declined,"Need to do this.
Use this link: http://www.umsl.edu/~sauterv/analysis/6840_f03_papers/frese/"
8,4,Office Move,done,open,green,1970-01-01,CR5,approved,Added functionality to VDT
8,4,Office Move,done,open,green,1970-01-01,CR6,declined,Did not consider the support costs (first year) in the originally approved budget
8,4,Office Move,done,open,green,1970-01-01,CR7,investigating,Not enough resources made available for testing
8,4,Office Move,done,closed,green,1970-01-01,CR1,declined,We may be having some scheduling issues with tech group around testing
8,4,Office Move,done,closed,green,1970-01-01,CR2,investigating,New scope added from the sponsor and this is something that they feel is a priority for this project.
8,4,Office Move,done,closed,green,1970-01-01,CR3,submitted,Need more funds to license the new technology not anticipated in plan
8,4,Office Move,done,closed,green,1970-01-01,CR4,declined,"Need to do this.
Use this link: http://www.umsl.edu/~sauterv/analysis/6840_f03_papers/frese/"
8,4,Office Move,done,closed,green,1970-01-01,CR5,approved,Added functionality to VDT
8,4,Office Move,done,closed,green,1970-01-01,CR6,declined,Did not consider the support costs (first year) in the originally approved budget
8,4,Office Move,done,closed,green,1970-01-01,CR7,investigating,Not enough resources made available for testing
9,2,Virtual Desk Top Install,"so far so good, but not finished",open,green,1970-01-01,CR1,investigating,Underestimated cost and resources required for this portion of the planned work
9,2,Virtual Desk Top Install,"so far so good, but not finished",open,green,1970-01-01,CR2,declined,Lack of training materials to be available to support marketing efforts after launch
9,2,Virtual Desk Top Install,"so far so good, but not finished",open,green,1970-01-01,CR3,submitted,Ops wants more time to implement in another set of offices in another country
9,2,Virtual Desk Top Install,"so far so good, but not finished",open,green,1970-01-01,CR4,investigating,not sure yet
9,2,Virtual Desk Top Install,"so far so good, but not finished",open,green,1970-01-01,CR1,investigating,Underestimated cost and resources required for this portion of the planned work
9,2,Virtual Desk Top Install,"so far so good, but not finished",open,green,1970-01-01,CR2,declined,Lack of training materials to be available to support marketing efforts after launch
9,2,Virtual Desk Top Install,"so far so good, but not finished",open,green,1970-01-01,CR3,submitted,Ops wants more time to implement in another set of offices in another country
9,2,Virtual Desk Top Install,"so far so good, but not finished",open,green,1970-01-01,CR4,investigating,not sure yet
9,2,Virtual Desk Top Install,"so far so good, but not finished",open,green,1970-01-01,CR1,investigating,Underestimated cost and resources required for this portion of the planned work
9,2,Virtual Desk Top Install,"so far so good, but not finished",open,green,1970-01-01,CR2,declined,Lack of training materials to be available to support marketing efforts after launch
