id,creator_id,project_id,constraint,status,comments,previous_status,created_at,updated_at
100,18,18,overall,green,,,2022-01-18 06:39:53,2022-01-18 06:39:53
101,18,18,scope,green,,,2022-01-18 06:39:53,2022-01-18 06:39:53
102,18,18,budget,green,,,2022-01-18 06:39:53,2022-01-18 06:39:53
103,18,18,schedule,green,,,2022-01-18 06:39:53,2022-01-18 06:39:53
104,2,3,overall,green,,yellow,2022-01-19 05:17:49,2022-01-19 05:17:49
105,24,19,overall,green,,,2022-01-19 15:24:09,2022-01-19 15:24:09
106,24,19,scope,green,,,2022-01-19 15:24:09,2022-01-19 15:24:09
107,24,19,budget,green,,,2022-01-19 15:24:09,2022-01-19 15:24:09
108,24,19,schedule,green,,,2022-01-19 15:24:09,2022-01-19 15:24:09
109,2,2,overall,yellow,still problems getting the tech group to participate,green,2022-01-23 04:23:08,2022-01-23 04:23:08
110,2,2,resources,yellow,,,2022-01-23 04:23:26,2022-01-23 04:23:26
111,2,2,resources,red,,yellow,2022-01-23 04:23:33,2022-01-23 04:23:33
112,2,2,communication,green,,yellow,2022-01-23 04:23:38,2022-01-23 04:23:38
113,2,2,procurement,green,,yellow,2022-01-23 04:23:44,2022-01-23 04:23:44
114,2,1,overall,red,,yellow,2022-01-23 04:35:31,2022-01-23 04:35:31
115,2,20,overall,green,,,2022-01-23 12:29:46,2022-01-23 12:29:46
116,2,20,scope,green,,,2022-01-23 12:29:46,2022-01-23 12:29:46
117,2,20,budget,green,,,2022-01-23 12:29:46,2022-01-23 12:29:46
118,2,20,schedule,green,,,2022-01-23 12:29:46,2022-01-23 12:29:46
119,2,21,overall,green,,,2022-01-25 12:54:45,2022-01-25 12:54:45
120,2,21,scope,green,,,2022-01-25 12:54:45,2022-01-25 12:54:45
121,2,21,budget,green,,,2022-01-25 12:54:45,2022-01-25 12:54:45
122,2,21,schedule,green,,,2022-01-25 12:54:45,2022-01-25 12:54:45
123,27,22,overall,green,,,2022-01-25 13:20:01,2022-01-25 13:20:01
124,27,22,scope,green,,,2022-01-25 13:20:01,2022-01-25 13:20:01
125,27,22,budget,green,,,2022-01-25 13:20:01,2022-01-25 13:20:01
126,27,22,schedule,green,,,2022-01-25 13:20:01,2022-01-25 13:20:01
127,2,2,overall,green,,yellow,2022-01-25 13:29:14,2022-01-25 13:29:14
128,18,23,overall,green,,,2022-01-28 08:48:10,2022-01-28 08:48:10
129,18,23,scope,green,,,2022-01-28 08:48:10,2022-01-28 08:48:10
130,18,23,budget,green,,,2022-01-28 08:48:10,2022-01-28 08:48:10
131,18,23,schedule,green,,,2022-01-28 08:48:10,2022-01-28 08:48:10
132,39,24,overall,green,,,2022-01-31 15:21:45,2022-01-31 15:21:45
133,39,24,scope,green,,,2022-01-31 15:21:45,2022-01-31 15:21:45
134,39,24,budget,green,,,2022-01-31 15:21:45,2022-01-31 15:21:45
135,39,24,schedule,green,,,2022-01-31 15:21:45,2022-01-31 15:21:45
136,42,25,overall,green,,,2022-02-07 02:09:17,2022-02-07 02:09:17
137,42,25,scope,green,,,2022-02-07 02:09:17,2022-02-07 02:09:17
138,42,25,budget,green,,,2022-02-07 02:09:17,2022-02-07 02:09:17
139,42,25,schedule,green,,,2022-02-07 02:09:17,2022-02-07 02:09:17
140,42,25,quality,yellow,Tool is not flexible for adding or removing columns,,2022-02-07 02:33:55,2022-02-07 02:33:55
141,42,26,overall,green,,,2022-02-07 02:42:26,2022-02-07 02:42:26
142,42,26,scope,green,,,2022-02-07 02:42:26,2022-02-07 02:42:26
143,42,26,budget,green,,,2022-02-07 02:42:26,2022-02-07 02:42:26
144,42,26,schedule,green,,,2022-02-07 02:42:26,2022-02-07 02:42:26
145,2,27,overall,green,,,2022-02-07 06:16:25,2022-02-07 06:16:25
146,2,27,scope,green,,,2022-02-07 06:16:25,2022-02-07 06:16:25
147,2,27,budget,green,,,2022-02-07 06:16:25,2022-02-07 06:16:25
148,2,27,schedule,green,,,2022-02-07 06:16:25,2022-02-07 06:16:25
149,2,28,overall,green,,,2022-02-07 07:00:34,2022-02-07 07:00:34
150,2,28,scope,green,,,2022-02-07 07:00:34,2022-02-07 07:00:34
151,2,28,budget,green,,,2022-02-07 07:00:34,2022-02-07 07:00:34
152,2,28,schedule,green,,,2022-02-07 07:00:34,2022-02-07 07:00:34
153,2,29,overall,green,,,2022-02-07 07:02:25,2022-02-07 07:02:25
154,2,29,scope,green,,,2022-02-07 07:02:25,2022-02-07 07:02:25
155,2,29,budget,green,,,2022-02-07 07:02:25,2022-02-07 07:02:25
156,2,29,schedule,green,,,2022-02-07 07:02:25,2022-02-07 07:02:25
157,7,30,overall,green,,,2022-02-07 07:39:40,2022-02-07 07:39:40
158,7,30,scope,green,,,2022-02-07 07:39:40,2022-02-07 07:39:40
159,7,30,budget,green,,,2022-02-07 07:39:40,2022-02-07 07:39:40
160,7,30,schedule,green,,,2022-02-07 07:39:40,2022-02-07 07:39:40
161,2,31,overall,green,,,2022-02-07 07:46:27,2022-02-07 07:46:27
162,2,31,scope,green,,,2022-02-07 07:46:27,2022-02-07 07:46:27
163,2,31,budget,green,,,2022-02-07 07:46:27,2022-02-07 07:46:27
164,2,31,schedule,green,,,2022-02-07 07:46:27,2022-02-07 07:46:27
165,2,32,overall,green,,,2022-02-07 07:52:07,2022-02-07 07:52:07
166,2,32,scope,green,,,2022-02-07 07:52:07,2022-02-07 07:52:07
167,2,32,budget,green,,,2022-02-07 07:52:07,2022-02-07 07:52:07
168,2,32,schedule,green,,,2022-02-07 07:52:07,2022-02-07 07:52:07
169,2,33,overall,green,,,2022-02-09 11:08:05,2022-02-09 11:08:05
170,2,33,scope,green,,,2022-02-09 11:08:05,2022-02-09 11:08:05
171,2,33,budget,green,,,2022-02-09 11:08:05,2022-02-09 11:08:05
172,2,33,schedule,green,,,2022-02-09 11:08:05,2022-02-09 11:08:05
173,2,20,overall,yellow,,green,2022-02-09 12:59:01,2022-02-09 12:59:01
174,2,20,scope,red,,green,2022-02-09 12:59:06,2022-02-09 12:59:06
175,2,20,schedule,yellow,,green,2022-02-09 12:59:12,2022-02-09 12:59:12
176,2,20,budget,green,,green,2022-02-09 12:59:17,2022-02-09 12:59:17
177,2,2,overall,red,,green,2022-02-09 13:02:04,2022-02-09 13:02:04
178,2,1,overall,yellow,,red,2022-02-09 13:02:38,2022-02-09 13:02:38
179,2,1,schedule,red,,red,2022-02-09 13:02:46,2022-02-09 13:02:46
180,2,1,overall,green,,yellow,2022-02-09 13:02:52,2022-02-09 13:02:52
181,2,1,resources,green,,,2022-02-09 13:05:14,2022-02-09 13:05:14
182,2,1,technology,green,,,2022-02-09 13:05:23,2022-02-09 13:05:23
183,2,1,communication,green,,,2022-02-09 13:05:30,2022-02-09 13:05:30
184,2,1,other,green,,,2022-02-09 13:05:52,2022-02-09 13:05:52
185,2,1,other,red,,green,2022-02-09 13:06:00,2022-02-09 13:06:00
186,2,1,technology,red,,green,2022-02-09 13:06:08,2022-02-09 13:06:08
187,2,1,communication,green,,green,2022-02-09 13:06:14,2022-02-09 13:06:14
188,2,1,resources,green,,green,2022-02-09 13:06:37,2022-02-09 13:06:37
189,2,4,resources,green,,,2022-02-09 13:08:55,2022-02-09 13:08:55
190,2,4,resources,green,All resources remain available,green,2022-02-09 13:09:33,2022-02-09 13:09:33
191,2,4,risk,yellow,Continue to see multiple risks that have high probability and impact,yellow,2022-02-09 13:10:32,2022-02-09 13:10:32
192,2,4,technology,yellow,With new contracted tech we are in better position for testing,red,2022-02-09 13:11:40,2022-02-09 13:11:40
193,2,4,other,green,,green,2022-02-09 13:12:01,2022-02-09 13:12:01
194,2,4,other,green,,green,2022-02-09 13:30:36,2022-02-09 13:30:36
195,2,4,scope,green,,green,2022-02-09 13:31:08,2022-02-09 13:31:08
196,2,4,scope,yellow,Need to discuss removing some features,green,2022-02-09 13:31:53,2022-02-09 13:31:53
197,2,4,schedule,red,,yellow,2022-02-09 13:32:10,2022-02-09 13:32:10
198,2,4,schedule,red,,red,2022-02-09 13:32:24,2022-02-09 13:32:24
199,2,4,schedule,red,We will be putting through a change request to schedule based on increased test time,red,2022-02-09 13:33:26,2022-02-09 13:33:26
200,2,20,overall,red,,yellow,2022-02-11 03:36:08,2022-02-11 03:36:08
201,2,20,schedule,red,,yellow,2022-02-11 03:36:19,2022-02-11 03:36:19
202,43,34,overall,green,,,2022-02-14 08:20:10,2022-02-14 08:20:10
203,43,34,scope,green,,,2022-02-14 08:20:10,2022-02-14 08:20:10
204,43,34,budget,green,,,2022-02-14 08:20:10,2022-02-14 08:20:10
205,43,34,schedule,green,,,2022-02-14 08:20:10,2022-02-14 08:20:10
206,32,35,overall,green,,,2022-02-15 07:58:22,2022-02-15 07:58:22
207,32,35,scope,green,,,2022-02-15 07:58:22,2022-02-15 07:58:22
208,32,35,budget,green,,,2022-02-15 07:58:22,2022-02-15 07:58:22
209,32,35,schedule,green,,,2022-02-15 07:58:22,2022-02-15 07:58:22
210,46,36,overall,green,,,2022-02-28 03:46:27,2022-02-28 03:46:27
211,46,36,scope,green,,,2022-02-28 03:46:27,2022-02-28 03:46:27
212,46,36,budget,green,,,2022-02-28 03:46:27,2022-02-28 03:46:27
213,46,36,schedule,green,,,2022-02-28 03:46:27,2022-02-28 03:46:27
214,46,36,overall,red,Test Comments,green,2022-02-28 04:01:46,2022-02-28 04:01:46
215,46,36,scope,yellow,Test Scope COmments,green,2022-02-28 04:02:03,2022-02-28 04:02:03
216,46,36,schedule,green,Schedule update,green,2022-02-28 04:02:17,2022-02-28 04:02:17
217,46,36,budget,yellow,Budget Update GYR,green,2022-02-28 04:02:34,2022-02-28 04:02:34
218,46,36,quality,red,Quality,,2022-02-28 04:03:01,2022-02-28 04:03:01
219,46,36,communication,green,Communication at the best level..,,2022-02-28 04:03:24,2022-02-28 04:03:24
220,2,2,overall,yellow,making some headway on the work that needs to bring us back to the planned schedule,red,2022-02-28 11:17:15,2022-02-28 11:17:15
221,2,2,budget,green,the budget change has been approved so that we are currently on plan for budget,red,2022-02-28 11:18:10,2022-02-28 11:18:10
222,2,2,schedule,yellow,work seems to be getting ahead enough to put us back on schedule,yellow,2022-02-28 11:19:09,2022-02-28 11:19:09
223,2,20,overall,yellow,have work in place to put us back in line with plan,red,2022-02-28 11:27:51,2022-02-28 11:27:51
224,2,4,overall,green,on plan,yellow,2022-02-28 11:35:37,2022-02-28 11:35:37
225,2,4,schedule,yellow,could still have schedule issues but have planned work and timing in place to move back to green,red,2022-02-28 11:36:17,2022-02-28 11:36:17
226,2,4,technology,yellow,"appear to have the proper understanding, but waiting on documents",yellow,2022-02-28 11:37:41,2022-02-28 11:37:41
227,2,4,scope,green,scope discussions with sponsor and we are now approved with new scope expectations,yellow,2022-02-28 11:42:21,2022-02-28 11:42:21
228,2,2,overall,red,trouble again and we need to review for next steps,yellow,2022-02-28 12:27:27,2022-02-28 12:27:27
229,2,2,schedule,red,not good and need help,yellow,2022-02-28 12:27:51,2022-02-28 12:27:51
230,2,2,resources,red,support group still not able to provide the people to help with work on the project.,red,2022-02-28 12:29:12,2022-02-28 12:29:12
231,2,37,overall,green,,,2022-03-01 11:23:08,2022-03-01 11:23:08
232,2,37,scope,green,,,2022-03-01 11:23:08,2022-03-01 11:23:08
233,2,37,budget,green,,,2022-03-01 11:23:08,2022-03-01 11:23:08
234,2,37,schedule,green,,,2022-03-01 11:23:08,2022-03-01 11:23:08
235,36,38,overall,green,,,2022-03-04 09:57:09,2022-03-04 09:57:09
236,36,38,scope,green,,,2022-03-04 09:57:09,2022-03-04 09:57:09
237,36,38,budget,green,,,2022-03-04 09:57:09,2022-03-04 09:57:09
238,36,38,schedule,green,,,2022-03-04 09:57:09,2022-03-04 09:57:09
239,49,39,overall,green,,,2022-03-07 08:04:12,2022-03-07 08:04:12
240,49,39,scope,green,,,2022-03-07 08:04:12,2022-03-07 08:04:12
241,49,39,budget,green,,,2022-03-07 08:04:12,2022-03-07 08:04:12
242,49,39,schedule,green,,,2022-03-07 08:04:12,2022-03-07 08:04:12
243,49,40,overall,green,,,2022-03-07 08:12:38,2022-03-07 08:12:38
244,49,40,scope,green,,,2022-03-07 08:12:38,2022-03-07 08:12:38
245,49,40,budget,green,,,2022-03-07 08:12:38,2022-03-07 08:12:38
246,49,40,schedule,green,,,2022-03-07 08:12:38,2022-03-07 08:12:38
247,49,41,overall,green,,,2022-03-07 08:19:22,2022-03-07 08:19:22
248,49,41,scope,green,,,2022-03-07 08:19:22,2022-03-07 08:19:22
249,49,41,budget,green,,,2022-03-07 08:19:22,2022-03-07 08:19:22
250,49,41,schedule,green,,,2022-03-07 08:19:22,2022-03-07 08:19:22
251,49,42,overall,green,,,2022-03-07 08:21:17,2022-03-07 08:21:17
252,49,42,scope,green,,,2022-03-07 08:21:17,2022-03-07 08:21:17
253,49,42,budget,green,,,2022-03-07 08:21:17,2022-03-07 08:21:17
254,49,42,schedule,green,,,2022-03-07 08:21:17,2022-03-07 08:21:17
255,49,43,overall,green,,,2022-03-07 08:23:35,2022-03-07 08:23:35
256,49,43,scope,green,,,2022-03-07 08:23:35,2022-03-07 08:23:35
257,49,43,budget,green,,,2022-03-07 08:23:35,2022-03-07 08:23:35
258,49,43,schedule,green,,,2022-03-07 08:23:35,2022-03-07 08:23:35
259,49,44,overall,green,,,2022-03-07 08:26:38,2022-03-07 08:26:38
260,49,44,scope,green,,,2022-03-07 08:26:38,2022-03-07 08:26:38
261,49,44,budget,green,,,2022-03-07 08:26:38,2022-03-07 08:26:38
262,49,44,schedule,green,,,2022-03-07 08:26:38,2022-03-07 08:26:38
263,49,45,overall,green,,,2022-03-07 08:28:08,2022-03-07 08:28:08
264,49,45,scope,green,,,2022-03-07 08:28:08,2022-03-07 08:28:08
265,49,45,budget,green,,,2022-03-07 08:28:08,2022-03-07 08:28:08
266,49,45,schedule,green,,,2022-03-07 08:28:08,2022-03-07 08:28:08
267,49,46,overall,green,,,2022-03-07 08:29:47,2022-03-07 08:29:47
268,49,46,scope,green,,,2022-03-07 08:29:47,2022-03-07 08:29:47
269,49,46,budget,green,,,2022-03-07 08:29:47,2022-03-07 08:29:47
270,49,46,schedule,green,,,2022-03-07 08:29:47,2022-03-07 08:29:47
271,49,47,overall,green,,,2022-03-07 08:35:06,2022-03-07 08:35:06
272,49,47,scope,green,,,2022-03-07 08:35:06,2022-03-07 08:35:06
273,49,47,budget,green,,,2022-03-07 08:35:06,2022-03-07 08:35:06
274,49,47,schedule,green,,,2022-03-07 08:35:06,2022-03-07 08:35:06
275,49,48,overall,green,,,2022-03-07 08:39:21,2022-03-07 08:39:21
276,49,48,scope,green,,,2022-03-07 08:39:21,2022-03-07 08:39:21
277,49,48,budget,green,,,2022-03-07 08:39:21,2022-03-07 08:39:21
278,49,48,schedule,green,,,2022-03-07 08:39:21,2022-03-07 08:39:21
279,49,49,overall,green,,,2022-03-07 08:42:14,2022-03-07 08:42:14
280,49,49,scope,green,,,2022-03-07 08:42:14,2022-03-07 08:42:14
281,49,49,budget,green,,,2022-03-07 08:42:14,2022-03-07 08:42:14
282,49,49,schedule,green,,,2022-03-07 08:42:14,2022-03-07 08:42:14
283,49,50,overall,green,,,2022-03-07 08:43:54,2022-03-07 08:43:54
284,49,50,scope,green,,,2022-03-07 08:43:54,2022-03-07 08:43:54
285,49,50,budget,green,,,2022-03-07 08:43:54,2022-03-07 08:43:54
286,49,50,schedule,green,,,2022-03-07 08:43:54,2022-03-07 08:43:54
287,49,51,overall,green,,,2022-03-07 08:45:29,2022-03-07 08:45:29
288,49,51,scope,green,,,2022-03-07 08:45:29,2022-03-07 08:45:29
289,49,51,budget,green,,,2022-03-07 08:45:29,2022-03-07 08:45:29
290,49,51,schedule,green,,,2022-03-07 08:45:29,2022-03-07 08:45:29
291,49,52,overall,green,,,2022-03-07 08:50:06,2022-03-07 08:50:06
292,49,52,scope,green,,,2022-03-07 08:50:06,2022-03-07 08:50:06
293,49,52,budget,green,,,2022-03-07 08:50:06,2022-03-07 08:50:06
294,49,52,schedule,green,,,2022-03-07 08:50:06,2022-03-07 08:50:06
295,49,53,overall,green,,,2022-03-07 08:51:27,2022-03-07 08:51:27
296,49,53,scope,green,,,2022-03-07 08:51:27,2022-03-07 08:51:27
297,49,53,budget,green,,,2022-03-07 08:51:27,2022-03-07 08:51:27
298,49,53,schedule,green,,,2022-03-07 08:51:27,2022-03-07 08:51:27
299,49,54,overall,green,,,2022-03-07 08:52:43,2022-03-07 08:52:43
300,49,54,scope,green,,,2022-03-07 08:52:43,2022-03-07 08:52:43
301,49,54,budget,green,,,2022-03-07 08:52:43,2022-03-07 08:52:43
302,49,54,schedule,green,,,2022-03-07 08:52:43,2022-03-07 08:52:43
303,49,55,overall,green,,,2022-03-07 08:56:23,2022-03-07 08:56:23
304,49,55,scope,green,,,2022-03-07 08:56:23,2022-03-07 08:56:23
305,49,55,budget,green,,,2022-03-07 08:56:23,2022-03-07 08:56:23
306,49,55,schedule,green,,,2022-03-07 08:56:23,2022-03-07 08:56:23
307,2,4,overall,yellow,"We are expecting the security on the data may be an issue, so our quality and benefits may be at issue",green,2022-03-09 04:20:52,2022-03-09 04:20:52
308,2,4,scope,yellow,we have potential security issues on the data to investigate,green,2022-03-09 04:21:40,2022-03-09 04:21:40
309,2,4,other,yellow,need to review situation of latest industry standards for data security. Our benefits/quality may be at stake,green,2022-03-09 04:22:47,2022-03-09 04:22:47
310,6,12,risk,yellow,get it done,,2022-03-12 07:34:48,2022-03-12 07:34:48
311,52,56,overall,green,,,2022-03-12 12:47:46,2022-03-12 12:47:46
312,52,56,scope,green,,,2022-03-12 12:47:46,2022-03-12 12:47:46
313,52,56,budget,green,,,2022-03-12 12:47:46,2022-03-12 12:47:46
314,52,56,schedule,green,,,2022-03-12 12:47:46,2022-03-12 12:47:46
315,52,57,overall,green,,,2022-03-12 13:30:09,2022-03-12 13:30:09
316,52,57,scope,green,,,2022-03-12 13:30:09,2022-03-12 13:30:09
317,52,57,budget,green,,,2022-03-12 13:30:09,2022-03-12 13:30:09
318,52,57,schedule,green,,,2022-03-12 13:30:09,2022-03-12 13:30:09
319,52,58,overall,green,,,2022-03-12 13:46:27,2022-03-12 13:46:27
320,52,58,scope,green,,,2022-03-12 13:46:27,2022-03-12 13:46:27
321,52,58,budget,green,,,2022-03-12 13:46:27,2022-03-12 13:46:27
322,52,58,schedule,green,,,2022-03-12 13:46:28,2022-03-12 13:46:28
323,52,59,overall,green,,,2022-03-12 13:47:22,2022-03-12 13:47:22
324,52,59,scope,green,,,2022-03-12 13:47:22,2022-03-12 13:47:22
325,52,59,budget,green,,,2022-03-12 13:47:22,2022-03-12 13:47:22
326,52,59,schedule,green,,,2022-03-12 13:47:22,2022-03-12 13:47:22
327,52,60,overall,green,,,2022-03-12 13:48:25,2022-03-12 13:48:25
328,52,60,scope,green,,,2022-03-12 13:48:25,2022-03-12 13:48:25
329,52,60,budget,green,,,2022-03-12 13:48:25,2022-03-12 13:48:25
330,52,60,schedule,green,,,2022-03-12 13:48:25,2022-03-12 13:48:25
331,52,61,overall,green,,,2022-03-12 13:49:10,2022-03-12 13:49:10
332,52,61,scope,green,,,2022-03-12 13:49:10,2022-03-12 13:49:10
333,52,61,budget,green,,,2022-03-12 13:49:10,2022-03-12 13:49:10
334,52,61,schedule,green,,,2022-03-12 13:49:10,2022-03-12 13:49:10
335,52,62,overall,green,,,2022-03-12 13:51:12,2022-03-12 13:51:12
336,52,62,scope,green,,,2022-03-12 13:51:12,2022-03-12 13:51:12
337,52,62,budget,green,,,2022-03-12 13:51:12,2022-03-12 13:51:12
